type,type,date,event_type,event_name,asset_id,is_equipment,location,staging_location_id,staging_location,.features[].properties.staging_location_coordinates[],base_location,base_location_id,.features[].properties.base_location_coordinates[],temp_base,fuelling_arrangement,standby_fuelling_arrangement,response,standby_response,incident_id,incident_name,jurisdiction,dispatch_id,dispatch_number,dispatch_time,dispatch_contact,dispatch_email,dispatch_phone,dispatch_alt_phone,dispatch_ctaf,dispatch_primary_role,service_period_id,is_pdd,agency_personnel_name,agency_personnel_phone,agency_personnel_role,notes,type,.features[].geometry.coordinates[]
,Feature,2022-07-26,AVAILABLE,Available,2122,false,343A Kereru Road,null,null,,343A Kereru Road,null,176.5875;-39.6398,false,NA,null,15,null,null,null,null,null,,null,,,,,,null,null,false,,,,Availability:	A/H 20m	Configuration:	Bucket Onboard	,Point,176.5875;-39.6398
,Feature,2022-07-26,AVAILABLE,Available,2242,false,60 Toru Road,null,null,,60 Toru Road,null,174.9838;-40.9003,false,NA,null,30,null,null,null,null,null,,null,,,,,,null,null,false,,,,Configuration:	Without a cedax unit	,Point,174.9838;-40.9003
,Feature,2022-07-26,AVAILABLE,Available,2240,false,Waimea Highway	 Riversdale	 New Zealand,null,null,,Waimea Highway	 Riversdale	 New Zealand,null,168.7777;-45.9302,false,ABD,null,30,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,168.7777;-45.9302
,Feature,2022-07-26,AVAILABLE,Available,2118,false,65 Chester Road,null,null,,65 Chester Road,null,175.5466;-41.0036,false,ABD,null,20,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,175.5466;-41.0036
,Feature,2022-07-26,AVAILABLE,Available,2239,false,Waimea Highway	 Riversdale	 New Zealand,null,null,,Waimea Highway	 Riversdale	 New Zealand,null,168.7778;-45.9302,false,ABD,null,30,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,168.7778;-45.9302
,Feature,2022-07-26,AVAILABLE,Available,2117,false,1891 Otorohanga Road,null,null,,1891 Otorohanga Road,null,175.2615;-38.1682,false,ABD,null,35,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,175.2615;-38.1682
,Feature,2022-07-26,AVAILABLE,Available,2238,false,Waimea Highway	 Riversdale	 New Zealand,null,null,,Waimea Highway	 Riversdale	 New Zealand,null,168.7778;-45.9302,false,ABD,null,45,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,168.7778;-45.9302
,Feature,2022-07-26,AVAILABLE,Available,2116,false,1891 Otorohanga Road,null,null,,1891 Otorohanga Road,null,175.2615;-38.1682,false,ABD,null,35,null,null,null,null,null,,null,,,,,,null,null,false,,,,Configuration:	fire fighting	,Point,175.2615;-38.1682
,Feature,2022-07-26,STANDBY_AMENDED,Standby - Amended,2358,false,BANKSTOWN AIRPORT,null,null,,BANKSTOWN AIRPORT,-24,150.9883;-33.925,false,BD,BD,15,15,null,null,NSW,null,,null,State Air Desk,airops@rfs.nsw.gov.au,+61287415401,,,null,5195,false,,,,Temporary Change:	Duty SAR machine	Configuration:	As required by RFS	,Point,150.9883;-33.925
,Feature,2022-07-26,LIMITED,Available (Limited),2357,false,WV+ Glenellen NSW,null,null,,WV+ Glenellen NSW,null,146.9127;-35.907,false,ABD,null,1440,null,null,null,null,null,,null,,,,,,null,null,false,,,,Availability:	Subject to crew availability and tasking	Configuration:	Belly tank or hook for short or long line	,Point,146.9127;-35.907
,Feature,2022-07-26,AVAILABLE,Available,2234,false,Golf Road	 Galatea	 New Zealand,null,null,,Golf Road	 Galatea	 New Zealand,null,176.7142;-38.488,false,ABD,null,20,null,null,null,null,null,,null,,,,,,null,null,false,,,,Configuration:	600 ltr Cloudburst bucket	,Point,176.7142;-38.488
,Feature,2022-07-26,AVAILABLE,Available,2233,false,159 Golf Road,null,null,,159 Golf Road,null,176.7137;-38.487,false,ABD,null,20,null,null,null,null,null,,null,,,,,,null,null,false,,,,Configuration:	1200 ltr bambi bucket	,Point,176.7137;-38.487
,Feature,2022-07-26,AVAILABLE,Available,1023,false,Canberra Airport,null,null,,Canberra Airport,null,149.1934;-35.3052,false,NA,null,120,null,null,null,null,null,,null,,,,,,null,null,false,,,,Availability:	Metro 23	 pressurised	 twin turbo-prop. The maximum passengers and payload for any tasking will be advised upon Corporate Air receiving your specific requirements.	Configuration:	16-19 Passengers	,Point,149.1934;-35.3052
,Feature,2022-07-26,UNSERVICEABLE,Unserviceable,966,false,,null,null,,,null,,false,,null,null,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,
,Feature,2022-07-26,UNSERVICEABLE,Unserviceable,967,false,,null,null,,,null,,false,,null,null,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,
,Feature,2022-07-26,AVAILABLE,Available,604,false,Romsey,null,null,,Romsey,null,146.911;-35.9069,false,ABD,null,720,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,146.911;-35.9069
,Feature,2022-07-26,LIMITED,Available (Limited),605,false,Romsey,null,null,,Romsey,null,146.911;-35.9069,false,ABD,null,720,null,null,null,null,null,,null,,,,,,null,null,false,,,,Availability:	Notice Required for supply of pilot	Transport category’s NOT restricted	,Point,146.911;-35.9069
,Feature,2022-07-26,AVAILABLE,Available,606,false,Meandarra,null,null,,Meandarra,null,149.8869;-27.3045,false,,null,60,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,149.8869;-27.3045
,Feature,2022-07-26,AVAILABLE,Available,2375,false,Tauranga Airport,null,null,,Tauranga Airport,null,176.1982;-37.6725,false,ABD,null,50,null,null,null,null,null,,null,,,,,,null,null,false,,,,Configuration:	600 litre bucket	,Point,176.1982;-37.6725
,Feature,2022-07-26,AVAILABLE,Available,2133,false,Helicopters Otago,null,null,,Helicopters Otago,null,170.3631;-45.8609,false,ABD,null,30,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,170.3631;-45.8609
,Feature,2022-07-26,AVAILABLE,Available,2374,false,Opotiki,null,null,,Opotiki,null,177.2871;-38.0123,false,ABD,null,30,null,null,null,null,null,,null,,,,,,null,null,false,,,,Configuration:	600 litre bucket	 foam	,Point,177.2871;-38.0123
,Feature,2022-07-26,AVAILABLE,Available,2132,false,Helicopters Otago,null,null,,Helicopters Otago,null,170.3631;-45.8609,false,ABD,null,30,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,170.3631;-45.8609
,Feature,2022-07-26,AVAILABLE,Available,2252,false,Jindabyne,null,null,,Jindabyne,null,148.6248;-36.4173,false,ABD,null,15,null,null,null,null,null,,null,,,,,,null,null,false,,,,Availability:	Winch	 belly tank	 long line bucket & crew transport (9) + Flood work	Configuration:	Winch	 belly tank	 long line bucket & crew transport (9) + Flood work	,Point,148.6248;-36.4173
,Feature,2022-07-26,AVAILABLE,Available,2131,false,Helicopters Otago Stedman Road Taieri Airfield	 Mosgiel	 New Zealand,null,null,,Helicopters Otago Stedman Road Taieri Airfield	 Mosgiel	 New Zealand,null,170.3628;-45.8615,false,ABD,null,30,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,170.3628;-45.8615
,Feature,2022-07-26,UNAVAILABLE,Unavailable,2251,false,,null,null,,,null,,false,,null,null,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,
,Feature,2022-07-26,UNSERVICEABLE,Unserviceable,2130,false,,null,null,,,null,,false,,null,null,null,null,null,null,null,,null,,,,,,null,null,false,,,,Unserviceable:	45 minutes (best intentions)	,Point,
,Feature,2022-07-26,AVAILABLE,Available,2491,false,Rotor-Lift Aviation,null,null,,Rotor-Lift Aviation,null,147.5009;-42.8388,false,ABD,null,120,null,null,null,null,null,,null,,,,,,null,null,false,,,,Configuration:	Bambi bucket	 air work	 passenger transport	 crew insertion	 lifting.	,Point,147.5009;-42.8388
,Feature,2022-07-26,AVAILABLE,Available,2129,false,Nelson Airport,null,null,,Nelson Airport,null,173.222;-41.2968,false,ABD,null,30,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,173.222;-41.2968
,Feature,2022-07-26,AVAILABLE,Available,2128,false,Dakota Street	 Nelson Airport,null,null,,Dakota Street	 Nelson Airport,null,173.2271;-41.2971,false,ABD,null,20,null,null,null,null,null,,null,,,,,,null,null,false,,,,Availability:	20 minutes	,Point,173.2271;-41.2971
,Feature,2022-07-26,AVAILABLE,Available,2127,false,60 Balfour Road,null,null,,60 Balfour Road,null,176.3464;-39.9659,false,NA,null,20,null,null,null,null,null,,null,,,,,,null,null,false,,,,Availability:	After hours 30 minutes	,Point,176.3464;-39.9659
,Feature,2022-07-26,UNSERVICEABLE,Unserviceable,1159,false,,null,null,,,null,,false,,null,null,null,null,null,null,null,,null,,,,,,null,null,false,,,,Unserviceable:	No longer available to Skyline Aviation Group	,Point,
,Feature,2022-07-26,AVAILABLE,Available,2368,false,TekapoTwizel Road	 Tekapo Military Camp	 New Zealand,null,null,,TekapoTwizel Road	 Tekapo Military Camp	 New Zealand,null,170.4086;-44.0063,false,ABD,null,20,null,null,null,null,null,,null,,,,,,null,null,false,,,,Configuration:	900l Bucket	,Point,170.4086;-44.0063
,Feature,2022-07-26,AVAILABLE,Available,2125,false,Ngatarawa Road	 Bridge Pa	 New Zealand,null,null,,Ngatarawa Road	 Bridge Pa	 New Zealand,null,176.7648;-39.6502,false,NA,null,20,null,null,null,null,null,,null,,,,,,null,null,false,,,,Availability:	After hours 30 minutes	,Point,176.7648;-39.6502
,Feature,2022-07-26,AVAILABLE,Available,2124,false,Ngatarawa Road	 Bridge Pa	 New Zealand,null,null,,Ngatarawa Road	 Bridge Pa	 New Zealand,null,176.7648;-39.6502,false,NA,null,15,null,null,null,null,null,,null,,,,,,null,null,false,,,,Availability:	After hours 20 minutes	,Point,176.7648;-39.6502
,Feature,2022-07-26,AVAILABLE,Available,2123,false,210 Eves Valley Road,null,null,,210 Eves Valley Road,null,173.0775;-41.3401,false,NA,null,15,null,null,null,null,null,,null,,,,,,null,null,false,,,,Configuration:	500 liter fire bucket	,Point,173.0775;-41.3401
,Feature,2022-03-23,STANDBY,Standby,614,false,Moorabbin Airport,null,null,,Moorabbin Airport,189,145.1;-37.98,false,BD,BD,1080,1080,null,null,VIC,null,,null,Duty Pilot,operations@microflite.com.au	xxw@microflite.com.au,+61385879799,,,null,4948,false,,,,,Point,145.1;-37.98
,Feature,2022-07-26,AVAILABLE,Available,2023,false,25 Aviation Drive,null,null,,25 Aviation Drive,null,172.529;-43.4825,false,NA,null,15,null,null,null,null,null,,null,,,,,,null,null,false,,,,Configuration:	Belly Tank	,Point,172.529;-43.4825
,Feature,2022-07-26,AVAILABLE,Available,2144,false,221 Spur Hut Road,null,null,,221 Spur Hut Road,null,171.1593;-44.2057,false,ABD,null,15,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,171.1593;-44.2057
,Feature,2022-07-26,AVAILABLE,Available,1055,false,Jindabyne,null,null,,Jindabyne,null,148.6248;-36.4173,false,ABD,null,15,null,null,null,null,null,,null,,,,,,null,null,false,,,,Availability:	Air Attack	 FLIR and AI	Configuration:	Air Attack	 FLIR and AI	,Point,148.6248;-36.4173
,Feature,2022-07-26,AVAILABLE,Available,2143,false,Helicopters Otago,null,null,,Helicopters Otago,null,170.3651;-45.8615,false,ABD,null,30,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,170.3651;-45.8615
,Feature,2022-07-26,AVAILABLE,Available,2022,false,Whanganui Airport,null,null,,Whanganui Airport,null,175.0241;-39.9607,false,ABD,null,30,null,null,null,null,null,,null,,,,,,null,null,false,,,,Availability:	Contact: Dean Lithgow	P. 0219000845  E. Dean@midwestheli.co.nz	Configuration:	Air Platform	 Air Attack	 Transport	,Point,175.0241;-39.9607
,Feature,2022-07-26,AVAILABLE,Available,1054,false,Armidale Regional Airport,null,null,,Armidale Regional Airport,null,151.615;-30.5321,false,ABD,null,30,null,null,null,null,null,,null,,,,,,null,null,false,,,,Availability:	2	000 litre trailer	OR	5	000 litre trailer	OR	18	500 litre tanker	OR	19	000 litre tanker	,Point,151.615;-30.5321
,Feature,2022-07-26,LIMITED,Available (Limited),2142,false,Helicopters Otago Stedman Road Taieri Airfield	 Mosgiel	 New Zealand,null,null,,Helicopters Otago Stedman Road Taieri Airfield	 Mosgiel	 New Zealand,null,170.363;-45.8613,false,ABD,null,30,null,null,null,null,null,,null,,,,,,null,null,false,,,,Availability:	EMS Back up helicopter call office before tasking	,Point,170.363;-45.8613
,Feature,2022-07-26,AVAILABLE,Available,2021,false,A Taumatatahi Road	 Ngamatapouri	 New Zealand,null,null,,A Taumatatahi Road	 Ngamatapouri	 New Zealand,null,174.7928;-39.5454,false,ABD,null,45,null,null,null,null,null,,null,,,,,,null,null,false,,,,Availability:	Pilot: Peter Larsen	Contact: p. 021912745.  e. peter@midwestheli.co.nz	Configuration:	Firebombing	 Transport	 Air Platform	,Point,174.7928;-39.5454
,Feature,2022-07-26,AVAILABLE,Available,2020,false,Stratford Aerodrome,null,null,,Stratford Aerodrome,null,174.3062;-39.3181,false,ABD,null,30,null,null,null,null,null,,null,,,,,,null,null,false,,,,Availability:	Pilot: Mark Gilmer	Contact: p 0272412015. e. mark@midwestheli.co.nz	Configuration:	Fire Supression(Direct Supervision Only)	 Transport	 Air Platform	,Point,174.3062;-39.3181
,Feature,2022-07-26,AVAILABLE,Available,2140,false,Helicopters Otago,null,null,,Helicopters Otago,null,170.3651;-45.8615,false,ABD,null,15,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,170.3651;-45.8615
,Feature,2022-07-26,LIMITED,Available (Limited),2019,false,Whanganui Airport,null,null,,Whanganui Airport,null,175.0241;-39.9607,false,ABD,null,45,null,null,null,null,null,,null,,,,,,null,null,false,,,,Availability:	Contact: Owen Harvey	P. 021900454  E. owen@midwestheli.co.nz	Configuration:	Air Attack	 Air Platform	 Transport	,Point,175.0241;-39.9607
,Feature,2022-07-26,UNSERVICEABLE,Unserviceable,980,false,,null,null,,,null,,false,,null,null,null,null,null,null,null,,null,,,,,,null,null,false,,,,Unserviceable:	Incendiary machine	Flir camera	,Point,
,Feature,2022-07-26,AVAILABLE,Available,2139,false,Helicopters Otago Stedman Road Taieri Airfield	 Mosgiel	 New Zealand,null,null,,Helicopters Otago Stedman Road Taieri Airfield	 Mosgiel	 New Zealand,null,170.3628;-45.861,false,ABD,null,30,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,170.3628;-45.861
,Feature,2022-07-26,UNSERVICEABLE,Unserviceable,2018,false,,null,null,,,null,,false,,null,null,null,null,null,null,null,,null,,,,,,null,null,false,,,,Unserviceable:	Pilot: Dean Lithgow	Contact: p. 021900845. e. dean@midwestheli.co.nz	,Point,
,Feature,2022-07-26,AVAILABLE,Available,2017,false,799 Anzac Memorial Drive,null,null,,799 Anzac Memorial Drive,null,176.0799;-38.7385,false,ABD,null,20,null,null,null,null,null,,null,,,,,,null,null,false,,,,Configuration:	Bucket only	,Point,176.0799;-38.7385
,Feature,2022-07-26,AVAILABLE,Available,2137,false,Helicopters Otago Stedman Road Taieri Airfield	 Mosgiel	 New Zealand,null,null,,Helicopters Otago Stedman Road Taieri Airfield	 Mosgiel	 New Zealand,null,170.3629;-45.8609,false,ABD,null,30,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,170.3629;-45.8609
,Feature,2022-07-26,AVAILABLE,Available,2136,false,Helicopters Otago Stedman Road Taieri Airfield	 Mosgiel	 New Zealand,null,null,,Helicopters Otago Stedman Road Taieri Airfield	 Mosgiel	 New Zealand,null,170.3629;-45.8613,false,ABD,null,30,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,170.3629;-45.8613
,Feature,2022-07-26,AVAILABLE,Available,2135,false,Helicopters Otago Stedman Road Taieri Airfield	 Mosgiel	 New Zealand,null,null,,Helicopters Otago Stedman Road Taieri Airfield	 Mosgiel	 New Zealand,null,170.3638;-45.861,false,ABD,null,30,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,170.3638;-45.861
,Feature,2022-07-26,AVAILABLE,Available,1046,false,Toowoomba,null,null,,Toowoomba,null,151.9507;-27.5598,false,ABD,null,120,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,151.9507;-27.5598
,Feature,2022-07-26,AVAILABLE,Available,2497,false,535 Whitcombe Valley Road,null,null,,535 Whitcombe Valley Road,null,171.0255;-42.9475,false,ABD,null,60,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,171.0255;-42.9475
,Feature,2022-07-26,UNAVAILABLE,Unavailable,2013,false,,null,null,,,null,,false,,null,null,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,
,Feature,2022-07-26,AVAILABLE,Available,2134,false,Stedman Road,null,null,,Stedman Road,null,170.3716;-45.8581,false,ABD,null,30,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,170.3716;-45.8581
,Feature,2022-07-26,AVAILABLE,Available,745,false,Shepparton,null,null,,Shepparton,null,145.4;-36.3833,false,ABD,null,15,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,145.4;-36.3833
,Feature,2022-07-26,AVAILABLE,Available,2155,false,Oamaru Airport,null,null,,Oamaru Airport,null,171.0811;-44.9686,false,ABD,null,15,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,171.0811;-44.9686
,Feature,2022-07-26,AVAILABLE,Available,2154,false,Oamaru Airport,null,null,,Oamaru Airport,null,171.0811;-44.9686,false,ABD,null,20,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,171.0811;-44.9686
,Feature,2022-07-26,AVAILABLE,Available,2153,false,Mangapoike Road	 Frasertown	 New Zealand,null,null,,Mangapoike Road	 Frasertown	 New Zealand,null,177.4559;-38.9677,false,ABD,null,60,null,null,null,null,null,,null,,,,,,null,null,false,,,,Availability:	Machine based in Wairoa	 Corey Isherwood Pilot.	Contact 021828368. Registered remote base for Helisika Ltd	Configuration:	3 PAX	 Air Observation Platform	PTT Installed	Bucket and Foam Injection equipped.Camera installed 3/11/21	,Point,177.4559;-38.9677
,Feature,2022-07-26,AVAILABLE,Available,2152,false,Taharua Road	 Taharua	 New Zealand,null,null,,Taharua Road	 Taharua	 New Zealand,null,176.295;-38.9981,false,ABD,null,60,null,null,null,null,null,,null,,,,,,null,null,false,,,,Availability:	Has PTT and camera installed	,Point,176.295;-38.9981
,Feature,2022-07-26,AVAILABLE,Available,2273,false,Emerald Airport,null,null,,Emerald Airport,null,148.1743;-23.5693,false,ABD,null,120,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,148.1743;-23.5693
,Feature,2022-07-26,AVAILABLE,Available,2031,false,Picton Airport,null,null,,Picton Airport,null,173.9589;-41.3433,false,ABD,null,15,null,null,null,null,null,,null,,,,,,null,null,false,,,,Configuration:	500 Litre Bucket	,Point,173.9589;-41.3433
,Feature,2022-07-26,AVAILABLE,Available,2151,false,Taharua Road	 Taharua	 New Zealand,null,null,,Taharua Road	 Taharua	 New Zealand,null,176.2947;-38.9979,false,ABD,null,60,null,null,null,null,null,,null,,,,,,null,null,false,,,,Availability:	Camera Installation pre Nov 1 2021	Configuration:	5 PAX	 Bucket and Foam Injection Equiped	,Point,176.2947;-38.9979
,Feature,2022-07-26,AVAILABLE,Available,2150,false,Taharua Road	 Taharua	 New Zealand,null,null,,Taharua Road	 Taharua	 New Zealand,null,176.2948;-38.9976,false,ABD,null,60,null,null,null,null,null,,null,,,,,,null,null,false,,,,Availability:	Camara Installation pre Nov 1 2021	Configuration:	5 pax	 Bucket and foam injection equiped	,Point,176.2948;-38.9976
,Feature,2022-07-26,AVAILABLE,Available,2271,false,Emerald,null,null,,Emerald,null,148.1646;-23.5273,false,ABD,null,1440,null,null,null,null,null,,null,,,,,,null,null,false,,,,Availability:	Agency UHF radio	Configuration:	9 pax with cargo pod	,Point,148.1646;-23.5273
,Feature,2022-07-26,AVAILABLE,Available,2028,false,25 Aviation Drive,null,null,,25 Aviation Drive,null,172.529;-43.4825,false,NA,null,15,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,172.529;-43.4825
,Feature,2022-07-26,UNAVAILABLE,Unavailable,994,false,,null,null,,,null,,false,,null,null,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,
,Feature,2022-07-26,AVAILABLE,Available,2026,false,25 Aviation Drive,null,null,,25 Aviation Drive,null,172.529;-43.4825,false,NA,null,15,null,null,null,null,null,,null,,,,,,null,null,false,,,,Configuration:	Air Attack Platform	,Point,172.529;-43.4825
,Feature,2022-07-26,UNAVAILABLE,Unavailable,753,false,,null,null,,,null,,false,,null,null,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,
,Feature,2022-07-26,AVAILABLE,Available,2025,false,25 Aviation Drive,null,null,,25 Aviation Drive,null,172.529;-43.4825,false,NA,null,15,null,null,null,null,null,,null,,,,,,null,null,false,,,,Availability:	Twin engine	,Point,172.529;-43.4825
,Feature,2022-07-26,AVAILABLE,Available,2267,false,Archerfield Airport,null,null,,Archerfield Airport,null,153.0081;-27.5687,false,ABD,null,30,null,null,null,null,null,,null,,,,,,null,null,false,,,,Configuration:	900 litre bucket	,Point,153.0081;-27.5687
,Feature,2022-07-26,AVAILABLE,Available,754,false,Moorabbin Airport,null,null,,Moorabbin Airport,null,145.0973;-37.9767,false,BD,null,720,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,145.0973;-37.9767
,Feature,2022-07-26,UNAVAILABLE,Unavailable,1177,false,,null,null,,,null,,false,,null,null,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,
,Feature,2022-07-26,AVAILABLE,Available,2024,false,25 Aviation Drive,null,null,,25 Aviation Drive,null,172.529;-43.4825,false,NA,null,15,null,null,null,null,null,,null,,,,,,null,null,false,,,,Configuration:	Belly Tank	,Point,172.529;-43.4825
,Feature,2022-07-26,AVAILABLE,Available,2145,false,221 Spur Hut Road,null,null,,221 Spur Hut Road,null,171.1593;-44.2057,false,ABD,null,15,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,171.1593;-44.2057
,Feature,2022-07-26,UNSERVICEABLE,Unserviceable,997,false,,null,null,,,null,,false,,null,null,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,
,Feature,2022-07-26,UNAVAILABLE,Unavailable,755,false,,null,null,,,null,,false,,null,null,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,
,Feature,2022-07-26,AVAILABLE,Available,998,false,Moorabbin Airport,null,null,,Moorabbin Airport,null,145.0947;-37.9761,false,BD,null,720,null,null,null,null,null,,null,,,,,,null,null,false,,,,Configuration:	AAS	 Charter	,Point,145.0947;-37.9761
,Feature,2022-07-26,UNSERVICEABLE,Unserviceable,756,false,,null,null,,,null,,false,,null,null,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,
,Feature,2022-07-26,AVAILABLE,Available,999,false,Moorabbin Airport,null,null,,Moorabbin Airport,null,145.0947;-37.9761,false,BD,null,720,null,null,null,null,null,,null,,,,,,null,null,false,,,,Configuration:	Charter	,Point,145.0947;-37.9761
,Feature,2022-07-26,UNSERVICEABLE,Unserviceable,757,false,,null,null,,,null,,false,,null,null,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,
,Feature,2022-07-26,AVAILABLE,Available,515,false,Emerald,null,null,,Emerald,null,148.1646;-23.5273,false,ABD,null,60,null,null,null,null,null,,null,,,,,,null,null,false,,,,Availability:	PILOT - CRAIG CROSSINGHAM	,Point,148.1646;-23.5273
,Feature,2022-07-26,AVAILABLE,Available,517,false,Emerald,null,null,,Emerald,null,148.1646;-23.5273,false,ABD,null,60,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,148.1646;-23.5273
,Feature,2022-07-26,AVAILABLE,Available,638,false,1106 Wisemans Ferry Rd,null,null,,1106 Wisemans Ferry Rd,null,150.9441;-33.4979,false,BD,null,20,null,null,null,null,null,,null,,,,,,null,null,false,,,,Availability:	Red Dragon Incendiary Machine	 FLIR Camera and ALL Fire Bombing Equipment	Configuration:	Air Attack	 Incendiary	 FLIR CAMERA	,Point,150.9441;-33.4979
,Feature,2022-07-26,AVAILABLE,Available,2287,false,183 Wickham Terrace,null,null,,183 Wickham Terrace,null,153.0243;-27.4648,false,NA,null,60,null,null,null,null,null,,null,,,,,,null,null,false,,,,Availability:	RPAS - DRONE	,Point,153.0243;-27.4648
,Feature,2022-07-26,AVAILABLE,Available,2166,false,Omaka Aerodrome,null,null,,Omaka Aerodrome,null,173.9233;-41.5401,false,ABD,null,15,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,173.9233;-41.5401
,Feature,2022-07-26,AVAILABLE,Available,2044,false,192 Airport,null,null,,192 Airport,null,174.1777;-39.0123,false,NA,null,60,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,174.1777;-39.0123
,Feature,2022-07-26,AVAILABLE,Available,2286,false,183 Wickham Terrace,null,null,,183 Wickham Terrace,null,153.0243;-27.4648,false,NA,null,60,null,null,null,null,null,,null,,,,,,null,null,false,,,,Availability:	RPAS Drone	,Point,153.0243;-27.4648
,Feature,2022-07-26,AVAILABLE,Available,2165,false,Omaka Aerodrome,null,null,,Omaka Aerodrome,null,173.9233;-41.5401,false,ABD,null,20,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,173.9233;-41.5401
,Feature,2022-07-26,AVAILABLE,Available,2043,false,259 Pakaraka Road,null,null,,259 Pakaraka Road,null,174.8161;-39.7995,false,NA,null,60,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,174.8161;-39.7995
,Feature,2022-07-26,AVAILABLE,Available,2285,false,183 Wickham Terrace,null,null,,183 Wickham Terrace,null,153.0243;-27.4648,false,NA,null,60,null,null,null,null,null,,null,,,,,,null,null,false,,,,Availability:	RPAS - DRONE	,Point,153.0243;-27.4648
,Feature,2022-07-26,AVAILABLE,Available,2164,false,125 Aerodrome Road,null,null,,125 Aerodrome Road,null,173.9202;-41.5377,false,ABD,null,15,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,173.9202;-41.5377
,Feature,2022-07-26,AVAILABLE,Available,2284,false,183 Wickham Terrace,null,null,,183 Wickham Terrace,null,153.0243;-27.4648,false,NA,null,60,null,null,null,null,null,,null,,,,,,null,null,false,,,,Availability:	RPAS - DRONE	,Point,153.0243;-27.4648
,Feature,2022-07-26,AVAILABLE,Available,2163,false,1034 Elliotvale Road,null,null,,1034 Elliotvale Road,null,169.8871;-46.1901,false,NA,null,20,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,169.8871;-46.1901
,Feature,2022-07-26,AVAILABLE,Available,2042,false,Lucas Place	 Frankton	 Queenstown	 New Zealand,null,null,,Lucas Place	 Frankton	 Queenstown	 New Zealand,null,168.7379;-45.0246,false,NA,null,20,null,null,null,null,null,,null,,,,,,null,null,false,,,,Configuration:	Fire Bucket	,Point,168.7379;-45.0246
,Feature,2022-07-26,AVAILABLE,Available,2283,false,183 Wickham Terrace,null,null,,183 Wickham Terrace,null,153.0243;-27.4648,false,D,null,60,null,null,null,null,null,,null,,,,,,null,null,false,,,,Availability:	RPAS DRONE	,Point,153.0243;-27.4648
,Feature,2022-07-26,AVAILABLE,Available,2162,false,1034 Elliotvale Road,null,null,,1034 Elliotvale Road,null,169.8871;-46.1901,false,NA,null,20,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,169.8871;-46.1901
,Feature,2022-07-26,AVAILABLE,Available,2041,false,Lucas Place	 Frankton	 Queenstown	 New Zealand,null,null,,Lucas Place	 Frankton	 Queenstown	 New Zealand,null,168.7379;-45.0245,false,NA,null,15,null,null,null,null,null,,null,,,,,,null,null,false,,,,Configuration:	Fire Bucket	,Point,168.7379;-45.0245
