id,entityID,url,airframe,make,model,category,categoryReadable,imei,icaoCode,profilePhotoBig,profilePhotoSmall,callsign,registration,waterCapacity,hasFoamSuppresant,foamCapacity,hasGelSuppresant,gelCapacity,engineType,numEngines,engineMake,engineModel,fuelType,landingGear,mtow,countryOfRegistration,registrationStatus,serialNumber,coaCategory,canFirebomb,firebombingType,firebombingMakeAndModel,splitLoadMultiDrop,hasFirebombingBackup,firebombingBackupType,firebombingBackupCapacity,firebombingBackupMakeAndModel,hasIntelGathering,fuelConsumptionRate,canWinch,operatingSpeed,seats,id,url,entityID,name,registeredName,telephone,operationalContact,email,name,.aircraft[].serviceRoles[].approvedBy[],.aircraft[].approvedByAgencies[],.aircraft[].jurisdictions[],warnings,change,.aircraft[].capabilities[],id,name,jurisdiction,id,name,jurisdiction,name,.aircraft[].serviceRoles[]
804,41533,https://arena.nafc.org.au/resource/api/ext/aircraft/804,HELICOPTER,AEROSPATIALE INDUSTRIES,AS 355 F2,RotType3,RW - Type 3 Light,300234062894850,7C4CF9,https://s3-ap-southeast-2.amazonaws.com/nafc-arena-prod/files/0059/4623/med-PHN Profile.JPG,https://s3-ap-southeast-2.amazonaws.com/nafc-arena-prod/files/0059/4623/small-PHN Profile.JPG,FIREBIRD 318,VH-PHN,600,false,,false,,Turboshaft,2,ALLISON GAS TURBINES,250.C20F,Kerosene - JetA1,Skid,2540,Australia,Full Registration,5355,Charter/Aerial Work/,true,Bucket,Bambi,false,false,,,,null,200,false,110,1,89,https://arena.nafc.org.au/resource/api/ext/operators/89,6080,Professional Helicopter Services (PHS),Professional Helicopter Services,+61395807433,+61418333960,brett@phs.com.au,Air Attack Supervision,,,,true,2018-10-27T10:16:51+1100,Has Sling Load Capability;Has Firebombing System,1,NSW - RFS,NSW,2,QLD - QFES,QLD,VIC,
805,41535,https://arena.nafc.org.au/resource/api/ext/aircraft/805,HELICOPTER,BELL HELICOPTER CO,206L-1,RotType3,RW - Type 3 Light,300034012520320,7C4CF7,https://s3-ap-southeast-2.amazonaws.com/nafc-arena-prod/files/0059/6773/med-VH-PHL Left Exterior View in flight - Copy.jpg,https://s3-ap-southeast-2.amazonaws.com/nafc-arena-prod/files/0059/6773/small-VH-PHL Left Exterior View in flight - Copy.jpg,,VH-PHL,500,false,,false,,Turboshaft,1,ALLISON GAS TURBINES,250-C28B,Kerosene - JetA1,Skid,1882,Australia,Full Registration,45177,Active (Normal),true,Bucket,Bambi,false,false,,,,null,130,false,100,1,89,https://arena.nafc.org.au/resource/api/ext/operators/89,6080,Professional Helicopter Services (PHS),Professional Helicopter Services,+61395807433,+61418333960,brett@phs.com.au,Incident Observation,,,,true,2019-10-24T17:55:31+1100,Has Sling Load Capability;Has Aerial Incendiary System;Has Firebombing System,1,NSW - RFS,NSW,2,QLD - QFES,QLD,VIC,
806,41536,https://arena.nafc.org.au/resource/api/ext/aircraft/806,HELICOPTER,EUROCOPTER,AS.350BA,RotType3,RW - Type 3 Light,300234010053910,7C6AB1,https://s3-ap-southeast-2.amazonaws.com/nafc-arena-prod/files/0059/5363/med-VH-VCZ Left Side.JPG,https://s3-ap-southeast-2.amazonaws.com/nafc-arena-prod/files/0059/5363/small-VH-VCZ Left Side.JPG,,VH-VCZ,500,false,,false,,Turboshaft,1,TURBOMECA ENGINES,ARRIEL 1B,Kerosene - JetA1,Skid,2100,Australia,Full Registration,1535,Active (Normal),true,Bucket,Bambi,false,false,,,,null,165,false,110,1,89,https://arena.nafc.org.au/resource/api/ext/operators/89,6080,Professional Helicopter Services (PHS),Professional Helicopter Services,+61395807433,+61418333960,brett@phs.com.au,Incident Mapping,,,,true,2019-10-24T17:56:03+1100,Has Sling Load Capability;Has Aerial Incendiary System;Has Firebombing System,1,NSW - RFS,NSW,2,QLD - QFES,QLD,NSW,
807,41553,https://arena.nafc.org.au/resource/api/ext/aircraft/807,FIXED_WING,PIPER AIRCRAFT CORP,PA-31-350,FixOther,FW - Other,0,7C28AC,https://s3-ap-southeast-2.amazonaws.com/nafc-arena-prod/files/0145/7948/med-Cheiftain.jpeg,https://s3-ap-southeast-2.amazonaws.com/nafc-arena-prod/files/0145/7948/small-Cheiftain.jpeg,,VH-IBI,,,,,,Piston,2,TEXTRON LYCOMING,TIO-540-J2BD,Gasoline - AvGas,Tricycle - Retractable,3342,Australia,Full Registration,31-7552035,Active (Normal),false,null,,,,null,,,null,150,null,170,9,265,https://arena.nafc.org.au/resource/api/ext/operators/265,41547,Vortex Air Pty Ltd,Vortex Air,+61412203439,+61385867475,charters@vortexair.com.au,Transport - Fire & Emergency Crew,,,,true,2021-09-08T14:01:46+1000,,1,NSW - RFS,NSW,2,QLD - QFES,QLD,QLD,
808,41554,https://arena.nafc.org.au/resource/api/ext/aircraft/808,FIXED_WING,PIPER AIRCRAFT CORP,PA-31-350,FixOther,FW - Other,0,7C37FC,https://s3-ap-southeast-2.amazonaws.com/nafc-arena-prod/files/0065/4636/med-image1 (15).JPG,https://s3-ap-southeast-2.amazonaws.com/nafc-arena-prod/files/0065/4636/small-image1 (15).JPG,,VH-LCE,,,,,,Piston,2,TEXTRON LYCOMING,TIO-540-J2BD,Gasoline - AvGas,Tricycle - Retractable,3342,Australia,Full Registration,31-7305088,Active (Normal),false,null,,,,null,,,null,150,null,170,9,265,https://arena.nafc.org.au/resource/api/ext/operators/265,41547,Vortex Air Pty Ltd,Vortex Air,+61412203439,+61385867475,charters@vortexair.com.au,Transport - General Cargo,,,,true,2021-09-08T14:01:46+1000,,1,NSW - RFS,NSW,2,QLD - QFES,QLD,QLD,
809,41555,https://arena.nafc.org.au/resource/api/ext/aircraft/809,FIXED_WING,PARTENAVIA COSTRUZIONI AERONAUTICHE SPA,P.68B,FixAas,FW - AAS / Recce,0,7C3905,https://s3-ap-southeast-2.amazonaws.com/nafc-arena-prod/files/0064/2050/med-LJR LH.jpg,https://s3-ap-southeast-2.amazonaws.com/nafc-arena-prod/files/0064/2050/small-LJR LH.jpg,BIRDDOG 383,VH-LJR,,,,,,Piston,2,TEXTRON LYCOMING,IO-360 (LYCOMING),Gasoline - AvGas,Tricycle - Fixed,1960,Australia,Full Registration,41,Active (Normal),false,null,,,,null,,,null,90,null,120,6,265,https://arena.nafc.org.au/resource/api/ext/operators/265,41547,Vortex Air Pty Ltd,Vortex Air,+61412203439,+61385867475,charters@vortexair.com.au,Transport - Passenger - Low Capacity,,,,true,2021-09-08T14:01:46+1000,,1,NSW - RFS,NSW,1,NSW - RFS,NSW,QLD,
810,41556,https://arena.nafc.org.au/resource/api/ext/aircraft/810,FIXED_WING,CESSNA AIRCRAFT COMPANY,208B,FixAas,FW - AAS / Recce,300434063534010,7C4DFD,https://s3-ap-southeast-2.amazonaws.com/nafc-arena-prod/files/0064/2037/med-POV LH.jpg,https://s3-ap-southeast-2.amazonaws.com/nafc-arena-prod/files/0064/2037/small-POV LH.jpg,BIRDDOG 373,VH-POV,,,,,,Turboprop,1,PRATT & WHITNEY CANADA,PT6A-114A,Kerosene - JetA1,Tricycle - Fixed,4111,Australia,Full Registration,208B1182,Active (Normal),false,null,,,,null,,,null,210,null,140,13,265,https://arena.nafc.org.au/resource/api/ext/operators/265,41547,Vortex Air Pty Ltd,Vortex Air,+61412203439,+61385867475,charters@vortexair.com.au,Aerial Ignition - Drip Torch,,,,true,2021-09-08T14:01:46+1000,,1,NSW - RFS,NSW,1,NSW - RFS,NSW,QLD,
811,41557,https://arena.nafc.org.au/resource/api/ext/aircraft/811,FIXED_WING,PIPER AIRCRAFT CORP,PA-31-350,FixOther,FW - Other,0,7C605D,https://s3-ap-southeast-2.amazonaws.com/nafc-arena-prod/files/0065/4820/med-image1 (16).JPG,https://s3-ap-southeast-2.amazonaws.com/nafc-arena-prod/files/0065/4820/small-image1 (16).JPG,,VH-TBJ,,,,,,Piston,2,TEXTRON LYCOMING,LTIO-540-J2BD,Gasoline - AvGas,Tricycle - Retractable,3342,Australia,Full Registration,31-8052038,Active (Normal),false,null,,,,null,,,null,150,null,150,9,265,https://arena.nafc.org.au/resource/api/ext/operators/265,41547,Vortex Air Pty Ltd,Vortex Air,+61412203439,+61385867475,charters@vortexair.com.au,Aerial Ignition - Incendiaries - Machine,,,,true,2021-09-08T14:01:46+1000,,4,TAS - TFS,TAS,2,QLD - QFES,QLD,QLD,
812,41558,https://arena.nafc.org.au/resource/api/ext/aircraft/812,FIXED_WING,PIPER AIRCRAFT CORP,PA-31-350,FixOther,FW - Other,no,7C635C,https://s3-ap-southeast-2.amazonaws.com/nafc-arena-prod/files/0145/7929/med-Chieftain_Fleet.jpg,https://s3-ap-southeast-2.amazonaws.com/nafc-arena-prod/files/0145/7929/small-Chieftain_Fleet.jpg,,VH-TWU,,,,,,Piston,2,TEXTRON LYCOMING,TIO-540-J2BD,Gasoline - AvGas,Tricycle - Retractable,3175,Australia,Full Registration,31-7552110,Active (Normal),false,null,,,,null,,,null,150,null,170,9,265,https://arena.nafc.org.au/resource/api/ext/operators/265,41547,Vortex Air Pty Ltd,Vortex Air,+61412203439,+61385867475,charters@vortexair.com.au,Aerial Ignition - Incendiaries - Manual,,,,true,2021-09-08T14:01:46+1000,,4,TAS - TFS,TAS,17,VIC - DELWP,VIC,NSW,
813,41559,https://arena.nafc.org.au/resource/api/ext/aircraft/813,FIXED_WING,BEECH AIRCRAFT CORP,58,FixOther,FW - Other,0,7C1FBD,,,,VH-GJZ,,,,,,Piston,2,TELEDYNE-CONTINENTAL MOTORS,IO-520,Gasoline - AvGas,Tricycle - Retractable,2449,Australia,Full Registration,TH334,Active (Normal),false,null,,,,null,,,null,120,null,175,5,265,https://arena.nafc.org.au/resource/api/ext/operators/265,41547,Vortex Air Pty Ltd,Vortex Air,+61412203439,+61385867475,charters@vortexair.com.au,Sling Load - Short Line,,,,true,2021-09-08T14:01:46+1000,,4,TAS - TFS,TAS,17,VIC - DELWP,VIC,SA,
814,41560,https://arena.nafc.org.au/resource/api/ext/aircraft/814,FIXED_WING,BEECH AIRCRAFT CORP,58,FixOther,FW - Other,0,7C66B3,https://s3-ap-southeast-2.amazonaws.com/nafc-arena-prod/files/0145/7934/med-UKL_exterior.jpg,https://s3-ap-southeast-2.amazonaws.com/nafc-arena-prod/files/0145/7934/small-UKL_exterior.jpg,,VH-UKL,,,,,,Piston,2,TELEDYNE-CONTINENTAL MOTORS,IO-520-C,Gasoline - AvGas,Tricycle - Retractable,2449,Australia,Full Registration,TH-470,Active (Normal),false,null,,,,null,,,null,120,null,175,5,265,https://arena.nafc.org.au/resource/api/ext/operators/265,41547,Vortex Air Pty Ltd,Vortex Air,+61412203439,+61385867475,charters@vortexair.com.au,Sling Load - Long Line,,,,true,2021-09-08T14:01:46+1000,,4,TAS - TFS,TAS,1,NSW - RFS,NSW,NSW,
815,41604,https://arena.nafc.org.au/resource/api/ext/aircraft/815,HELICOPTER,EUROCOPTER,AS 350 BA,RotType3,RW - Type 3 Light,300234065412160,7C4D00,https://s3-ap-southeast-2.amazonaws.com/nafc-arena-prod/files/0059/4507/med-AS350 Ext.jpg,https://s3-ap-southeast-2.amazonaws.com/nafc-arena-prod/files/0059/4507/small-AS350 Ext.jpg,FIREBIRD 323,VH-PHU,550,false,,false,,Turboshaft,1,TURBOMECA ENGINES,ARRIEL IB,Kerosene - JetA1,Skid,2100,Australia,Full Registration,2284,Charter / Airwork,true,Bucket,Bambi,false,false,,,,null,165,false,110,5,89,https://arena.nafc.org.au/resource/api/ext/operators/89,6080,Professional Helicopter Services (PHS),Professional Helicopter Services,+61395807433,+61418333960,brett@phs.com.au,Incident Observation - Tech Aided,,,,true,2021-10-29T12:30:58+1100,Has Sling Load Capability;Has Aerial Incendiary System;Has Firebombing System,4,TAS - TFS,TAS,2,QLD - QFES,QLD,NSW,
816,41628,https://arena.nafc.org.au/resource/api/ext/aircraft/816,FIXED_WING,AIR TRACTOR INC,AT-802,FixType4,FW - Type 4 SEAT,300234064229170,7C5B95,https://s3-ap-southeast-2.amazonaws.com/nafc-arena-prod/files/0073/5097/med-SDJ Profile.JPG,https://s3-ap-southeast-2.amazonaws.com/nafc-arena-prod/files/0073/5097/small-SDJ Profile.JPG,BOMBER 424,VH-SDJ,3200,true,60,true,60,Turboprop,1,PRATT & WHITNEY CANADA,PT6A-67AG,Kerosene - JetA1,Tailwheel - Fixed,7257,Australia,Full Registration,802-0054,Restricted,true,null,AIR TRACTOR FRDS GEN II,true,false,null,,,null,280,null,140,0,65,https://arena.nafc.org.au/resource/api/ext/operators/65,2590,Precision Aerial Meandarra,Meandarra Aerial Spraying Pty Ltd,+61428656600,+61428656600,office@precisionaerial.com.au,Animal Control - Aerial Baiting,,,,true,2018-10-27T10:16:51+1100,Gel Dispensing System;Foam Dispensing System;Split Load / Multi-Drop Capability;Has Firebombing System,4,TAS - TFS,TAS,2,QLD - QFES,QLD,NSW,
817,41629,https://arena.nafc.org.au/resource/api/ext/aircraft/817,FIXED_WING,AIR TRACTOR INC,AT-802A,FixType4,FW - Type 4 SEAT,300234060608690,7C8102,https://s3-ap-southeast-2.amazonaws.com/nafc-arena-prod/files/0091/5309/med-ZRO Profile.JPG,https://s3-ap-southeast-2.amazonaws.com/nafc-arena-prod/files/0091/5309/small-ZRO Profile.JPG,BOMBER 425,VH-ZRO,3028,true,60,false,,Turboprop,1,PRATT & WHITNEY CANADA,PT6A-65AG,Kerosene - JetA1,Tailwheel - Fixed,7257,Australia,Full Registration,802A-0304,Restricted,true,null,Transland 41" x 10" hydraulic fire door,true,false,null,,,null,280,null,140,0,65,https://arena.nafc.org.au/resource/api/ext/operators/65,2590,Precision Aerial Meandarra,Meandarra Aerial Spraying Pty Ltd,+61428656600,+61428656600,office@precisionaerial.com.au,Aerial Application - Spraying and Spreading,,,,true,2019-09-20T14:02:18+1000,Foam Dispensing System;Split Load / Multi-Drop Capability;Has Firebombing System,4,TAS - TFS,TAS,2,QLD - QFES,QLD,QLD,
818,42033,https://arena.nafc.org.au/resource/api/ext/aircraft/818,FIXED_WING,PILATUS BRITTEN-NORMAN LTD,BN2B-26,FixAas,FW - AAS / Recce,300434062585400,7C3DA1,https://s3-ap-southeast-2.amazonaws.com/nafc-arena-prod/files/0100/6811/med-DSC_0034.JPG,https://s3-ap-southeast-2.amazonaws.com/nafc-arena-prod/files/0100/6811/small-DSC_0034.JPG,BIRDDOG 393,VH-MGJ,,,,,,Piston,2,TEXTRON LYCOMING,O-540-E4C5,Gasoline - AvGas,Tricycle - Fixed,3000,Australia,Full Registration,2129,Active (Normal),false,null,,,,null,,,null,110,null,120,6,134,https://arena.nafc.org.au/resource/api/ext/operators/134,19191,Alpine Airwork,Mike Gribble Pty Ltd,+61351599369,+61428599367,alpineairwork@gmail.com,Incident Mapping,,,,false,2020-12-08T10:59:31+1100,,4,TAS - TFS,TAS,2,QLD - QFES,QLD,NSW,
820,42082,https://arena.nafc.org.au/resource/api/ext/aircraft/820,HELICOPTER,AGUSTA	 SPA	 CONSTRUZIONI AERONAUTICHE,206B,RotType3,RW - Type 3 Light,300434063385570,7C5C23,https://s3-ap-southeast-2.amazonaws.com/nafc-arena-prod/files/0101/3654/med-VH-SHH Left Side View (2).JPG,https://s3-ap-southeast-2.amazonaws.com/nafc-arena-prod/files/0101/3654/small-VH-SHH Left Side View (2).JPG,,VH-SHH,,,,,,Turboshaft,1,ALLISON GAS TURBINES,250-C20B,Kerosene - JetA1,Skid,1451,Australia,Full Registration,8560,Active (Normal),false,,,,,,,,null,100,false,100,4,134,https://arena.nafc.org.au/resource/api/ext/operators/134,19191,Alpine Airwork,Mike Gribble Pty Ltd,+61351599369,+61428599367,alpineairwork@gmail.com,Incident Detection,,,,false,2021-11-22T12:38:42+1100,Has Sling Load Capability,4,TAS - TFS,TAS,2,QLD - QFES,QLD,VIC,
822,42136,https://arena.nafc.org.au/resource/api/ext/aircraft/822,FIXED_WING,TED SMITH AEROSTAR CORP.,PA-60-600 (AEROSTAR 600),FixAas,FW - AAS / Recce,,7C3907,,,BIRDDOG 390,VH-LJT,,,,,,Piston,2,TEXTRON LYCOMING,IO-540,Gasoline - AvGas,Tricycle - Retractable,2494,Australia,Full Registration,60-0890-8161252,Active (Normal),false,null,,,,null,,,null,110,null,190,0,255,https://arena.nafc.org.au/resource/api/ext/operators/255,40379,null,Wrightsair,+61447187561,+61447187561,chiefpilot@wrightsair.com.au,Airwork - Other,,,,false,2020-10-16T17:45:43+1100,,4,TAS - TFS,TAS,1,NSW - RFS,NSW,NSW,
823,42152,https://arena.nafc.org.au/resource/api/ext/aircraft/823,FIXED_WING,CESSNA AIRCRAFT COMPANY,P206B,FixAas,FW - AAS / Recce,NA,7C151E,,,,VH-EGG,,,,,,Piston,1,TELEDYNE-CONTINENTAL MOTORS,IO-520,Gasoline - AvGas,Tricycle - Fixed,1633,Australia,Full Registration,P2060372,Active (Normal),false,null,,,,null,,,null,,null,,0,168,https://arena.nafc.org.au/resource/api/ext/operators/168,23764,null,Flight One Services Pty Ltd,+61731237300,+61403276462,info@flightone.net.au,Firebombing,,,,true,2018-10-27T10:16:51+1100,,4,TAS - TFS,TAS,3,SA - CFS,SA,QLD,
824,42153,https://arena.nafc.org.au/resource/api/ext/aircraft/824,FIXED_WING,CIRRUS DESIGN CORPORATION,SR20,null,Unspecified,0,7C1B4F,,,,VH-FOH,,,,,,Piston,1,TELEDYNE-CONTINENTAL MOTORS,IO-360-ES,Gasoline - AvGas,Tricycle - Fixed,1383,Australia,Full Registration,2276,Active (Normal),false,null,,,,null,,,null,45,null,145,0,168,https://arena.nafc.org.au/resource/api/ext/operators/168,23764,null,Flight One Services Pty Ltd,+61731237300,+61403276462,info@flightone.net.au,Air Attack Supervision,,,,true,2018-10-27T10:16:51+1100,,4,TAS - TFS,TAS,1,NSW - RFS,NSW,VIC,
825,42326,https://arena.nafc.org.au/resource/api/ext/aircraft/825,HELICOPTER,AEROSPATIALE,AS 350 B2,RotType3,RW - Type 3 Light,300234064321280,7C28E0,https://s3-ap-southeast-2.amazonaws.com/nafc-arena-prod/files/0060/3563/med-1. ICY AS350 Side.jpg,https://s3-ap-southeast-2.amazonaws.com/nafc-arena-prod/files/0060/3563/small-1. ICY AS350 Side.jpg,FIREBIRD 402,VH-ICY,,,,,,Turboshaft,1,HONEYWELL INTERNATIONAL INC.,LTS101-700D-2,Kerosene - JetA1,Skid,2250,Australia,Full Registration,1940,NORMAL,false,,,,,,,,null,180,false,120,5,133,https://arena.nafc.org.au/resource/api/ext/operators/133,18451,GBR Helicopters Pty Ltd,GBR Helicopters Pty Ltd,+61740818820,+61740818820,ops@gbr.com.au,Incident Observation,,,,true,2020-02-04T13:02:09+1100,Has Sling Load Capability,4,TAS - TFS,TAS,1,NSW - RFS,NSW,NSW,
826,42334,https://arena.nafc.org.au/resource/api/ext/aircraft/826,HELICOPTER,BELL HELICOPTER CO,206B,RotType3,RW - Type 3 Light,300234063949340,7C6B9C,https://s3-ap-southeast-2.amazonaws.com/nafc-arena-prod/files/0060/3821/med-1. VJI B206 Side.JPG,https://s3-ap-southeast-2.amazonaws.com/nafc-arena-prod/files/0060/3821/small-1. VJI B206 Side.JPG,,VH-VJI,,,,,,Turboshaft,1,ALLISON GAS TURBINES,250-C20,Kerosene - JetA1,Skid,1451,Australia,Full Registration,3612,Active (Normal),false,,,,,,,,null,100,false,90,3,133,https://arena.nafc.org.au/resource/api/ext/operators/133,18451,GBR Helicopters Pty Ltd,GBR Helicopters Pty Ltd,+61740818820,+61740818820,ops@gbr.com.au,Transport - Fire & Emergency Crew,,,,true,2018-10-27T10:16:51+1100,Has Sling Load Capability,4,TAS - TFS,TAS,1,NSW - RFS,NSW,VIC,
827,42403,https://arena.nafc.org.au/resource/api/ext/aircraft/827,HELICOPTER,GARLICK HELICOPTERS INC,UH-1B,RotType2,RW - Type 2 Medium,300434063410110,7C1044,https://s3-ap-southeast-2.amazonaws.com/nafc-arena-prod/files/0166/6601/med-DHY_Profile.jpg,https://s3-ap-southeast-2.amazonaws.com/nafc-arena-prod/files/0166/6601/small-DHY_Profile.jpg,HELITAK 776,VH-DHY,1200,true,20,true,,Turboshaft,1,TEXTRON LYCOMING,T-53-L-13B,Kerosene - JetA1,Skid,3856,Australia,Full Registration,63-8699,RESTRICTED - AIRWORK,true,Bucket,CLOUD BURST,true,true,Bucket,1325,FAST,null,315,false,80,0,152,https://arena.nafc.org.au/resource/api/ext/operators/152,22545,Rotorwing Helicopters Pty. Ltd.,Rotorwing Helicopters Pty. Ltd.,+61400567062,+61400567062,info@rotorwinghelicopters.com,Transport - General Cargo,,,,false,2021-12-29T17:06:37+1100,Gel Dispensing System;Foam Dispensing System;Split Load / Multi-Drop Capability;Has Sling Load Capability;Has Backup Firebombing System;Has Firebombing System,4,TAS - TFS,TAS,2,QLD - QFES,QLD,NSW,
829,42555,https://arena.nafc.org.au/resource/api/ext/aircraft/829,FIXED_WING,VULCANAIR S.P.A.,P.68C,null,Unspecified,NONE,7C6C15,https://s3-ap-southeast-2.amazonaws.com/nafc-arena-prod/files/0180/8525/med-VMV.jpg,https://s3-ap-southeast-2.amazonaws.com/nafc-arena-prod/files/0180/8525/small-VMV.jpg,BIRDDOG 428,VH-VMV,,,,,,Piston,2,TEXTRON LYCOMING,IO-360-A1B6,Gasoline - AvGas,Tricycle - Fixed,1990,Australia,Full Registration,435,Active (Normal),false,null,,,,null,,,null,85,null,130,5,148,https://arena.nafc.org.au/resource/api/ext/operators/148,22157,Queensland Aircraft Charter,Redcliffe Aero Club,+61732031777,+61415033599,operations@redcliffeaeroclub.com.au,Transport - Passenger - Low Capacity,,,,false,2018-10-27T10:16:51+1100,,4,TAS - TFS,TAS,1,NSW - RFS,NSW,QLD,
834,42569,https://arena.nafc.org.au/resource/api/ext/aircraft/834,HELICOPTER,AEROSPATIALE INDUSTRIES,AS350 SD1,RotType3,RW - Type 3 Light,300234062550990,7C069C,https://s3-ap-southeast-2.amazonaws.com/nafc-arena-prod/files/0060/7970/med-FB301 External Left View.JPG,https://s3-ap-southeast-2.amazonaws.com/nafc-arena-prod/files/0060/7970/small-FB301 External Left View.JPG,FIREBIRD 301,VH-BLA,510,false,,false,,Turboshaft,1,ALLISON GAS TURBINES,250-C30M,Kerosene - JetA1,Skid,2100,Australia,Full Registration,1651,Active (Normal),true,Bucket,Bambi Bucket,false,true,Bucket,510,Bambi Bucket,null,145,false,100,5,89,https://arena.nafc.org.au/resource/api/ext/operators/89,6080,Professional Helicopter Services (PHS),Professional Helicopter Services,+61395807433,+61418333960,brett@phs.com.au,Aerial Ignition - Drip Torch,,,,true,2021-10-14T12:59:26+1100,Has Sling Load Capability;Has Aerial Incendiary System;Has Backup Firebombing System;Has Firebombing System,4,TAS - TFS,TAS,1,NSW - RFS,NSW,QLD,
835,42655,https://arena.nafc.org.au/resource/api/ext/aircraft/835,FIXED_WING,AERO COMMANDER,500-S,FixAas,FW - AAS / Recce,300434063285040,7C6695,https://s3-ap-southeast-2.amazonaws.com/nafc-arena-prod/files/0064/3105/med-ujr profile.JPG,https://s3-ap-southeast-2.amazonaws.com/nafc-arena-prod/files/0064/3105/small-ujr profile.JPG,BIRDDOG 384,VH-UJR,,,,,,Piston,2,TEXTRON LYCOMING,IO-540,Gasoline - AvGas,Tricycle - Retractable,3357,Australia,Full Registration,3311,Active (Normal),false,null,,,,null,,,null,110,null,165,2,256,https://arena.nafc.org.au/resource/api/ext/operators/256,40472,Ramair Flying Services,Banshore Pty Ltd,+61428140780,+61428140780,info@ramairflyingservices.com.au,Sling Load - Short Line,,,,false,2021-11-24T15:30:12+1100,,4,TAS - TFS,TAS,2,QLD - QFES,QLD,NSW,
839,42735,https://arena.nafc.org.au/resource/api/ext/aircraft/839,FIXED_WING,CESSNA AIRCRAFT COMPANY,172R,FixAas,FW - AAS / Recce,,7C14D0,,,,VH-EEA,,,,,,Piston,1,TEXTRON LYCOMING,IO-360-L2A,Gasoline - AvGas,,1088,Australia,Full Registration,17281195,Active (Normal),,null,,,,null,,,null,,null,,,269,https://arena.nafc.org.au/resource/api/ext/operators/269,42731,Polar Aviation Pty Ltd,POLAR AVIATION PTY LTD,+61419955210,+61419955210,md@polaraviation.com.au,Sling Load - Long Line,,,,true,2016-12-11T15:40:22+1100,,4,TAS - TFS,TAS,17,VIC - DELWP,VIC,NSW,
840,42736,https://arena.nafc.org.au/resource/api/ext/aircraft/840,FIXED_WING,CESSNA AIRCRAFT COMPANY,210N,FixAas,FW - AAS / Recce,,7C0645,,,,VH-BIV,,,,,,Piston,1,TELEDYNE-CONTINENTAL MOTORS,IO-520,Gasoline - AvGas,,1723,Australia,Full Registration,21063398,Active (Normal),,null,,,,null,,,null,,null,,,269,https://arena.nafc.org.au/resource/api/ext/operators/269,42731,Polar Aviation Pty Ltd,POLAR AVIATION PTY LTD,+61419955210,+61419955210,md@polaraviation.com.au,Animal Control - Aerial Shooting,,,,true,2016-12-11T15:42:26+1100,,4,TAS - TFS,TAS,1,NSW - RFS,NSW,NSW,
841,42737,https://arena.nafc.org.au/resource/api/ext/aircraft/841,FIXED_WING,BEECH AIRCRAFT CORP,E55,FixOther,FW - Other,,7C2A0F,,,,VH-ILD,,,,,,Piston,2,TELEDYNE-CONTINENTAL MOTORS,IO-520,Gasoline - AvGas,,2404,Australia,Full Registration,TE-788,Active (Normal),,null,,,,null,,,null,,null,,,269,https://arena.nafc.org.au/resource/api/ext/operators/269,42731,Polar Aviation Pty Ltd,POLAR AVIATION PTY LTD,+61419955210,+61419955210,md@polaraviation.com.au,Aerial Application - Spraying and Spreading,,,,true,2016-12-11T15:42:52+1100,,4,TAS - TFS,TAS,17,VIC - DELWP,VIC,QLD,
842,42738,https://arena.nafc.org.au/resource/api/ext/aircraft/842,FIXED_WING,BEECH AIRCRAFT CORP,58,FixOther,FW - Other,,7C06B2,,,,VH-BLW,,,,,,Piston,2,TELEDYNE-CONTINENTAL MOTORS,IO-520,Gasoline - AvGas,,2449,Australia,Full Registration,TH-940,Active (Normal),,null,,,,null,,,null,,null,,,269,https://arena.nafc.org.au/resource/api/ext/operators/269,42731,Polar Aviation Pty Ltd,POLAR AVIATION PTY LTD,+61419955210,+61419955210,md@polaraviation.com.au,Incident Detection,,,,true,2016-12-11T15:43:35+1100,,4,TAS - TFS,TAS,1,NSW - RFS,NSW,QLD,
843,42739,https://arena.nafc.org.au/resource/api/ext/aircraft/843,FIXED_WING,BEECH AIRCRAFT CORP,58,FixOther,FW - Other,,7C7C1A,,,,VH-YSS,,,,,,Piston,2,TELEDYNE-CONTINENTAL MOTORS,IO-550,Gasoline - AvGas,,3449,Australia,Full Registration,TH-1732,Active (Normal),,null,,,,null,,,null,,null,,,269,https://arena.nafc.org.au/resource/api/ext/operators/269,42731,Polar Aviation Pty Ltd,POLAR AVIATION PTY LTD,+61419955210,+61419955210,md@polaraviation.com.au,Low Level Survey,,,,true,2016-12-11T15:44:08+1100,,4,TAS - TFS,TAS,2,QLD - QFES,QLD,NSW,
844,42740,https://arena.nafc.org.au/resource/api/ext/aircraft/844,FIXED_WING,RAYTHEON AIRCRAFT COMPANY,58,null,Unspecified,,7C4464,,,,VH-NSM,,,,,,Piston,2,TELEDYNE-CONTINENTAL MOTORS,IO-520,Gasoline - AvGas,,2449,Australia,Full Registration,TH-1798,Active (Normal),,null,,,,null,,,null,,null,,,269,https://arena.nafc.org.au/resource/api/ext/operators/269,42731,Polar Aviation Pty Ltd,POLAR AVIATION PTY LTD,+61419955210,+61419955210,md@polaraviation.com.au,Airwork - Other,,,,true,2016-12-11T15:44:45+1100,,4,TAS - TFS,TAS,17,VIC - DELWP,VIC,QLD,
