id,entityID,url,imei,isVehicle,description,isSuppressantMixer,isRetardantMixer,isRefueler,fuelType,registration,id,url,entityID,name,registeredName,telephone,operationalContact,email,.equipment[].serviceRoles[],.equipment[].approvedByAgencies[],.equipment[].jurisdictions[],warnings,change,.equipment[].capabilities[],name,id,name,jurisdiction,id,name,jurisdiction,name,.equipment[].serviceRoles[].approvedBy[]
283,34946,https://arena.nafc.org.au/resource/api/ext/equipment/283,,true,AR7013 - Prime Mover,false,false,true,Diesel,1IF-4KF - EXPIRES 18/08/2022,11,https://arena.nafc.org.au/resource/api/ext/operators/11,80,Aero Refuellers,Aero Refuellers a Division of K&S freighters Pty Ltd,+61260542209,+61400471224,paul.lefoe@ksgroup.com.au,,,,false,2021-09-29T17:30:33+1000,Is Refueler;Is Vehicle,Refueler - Bridging,27,NZ - FENZ,NZ,,,,,
286,35045,https://arena.nafc.org.au/resource/api/ext/equipment/286,,true,AR7022 - Prime Mover,false,false,true,Diesel,1GI-6FZ - Expires 15/12/2022,11,https://arena.nafc.org.au/resource/api/ext/operators/11,80,Aero Refuellers,Aero Refuellers a Division of K&S freighters Pty Ltd,+61260542209,+61400471224,paul.lefoe@ksgroup.com.au,,,,false,2021-12-15T11:29:10+1100,Is Refueler;Is Vehicle,Refueler - Mobile,27,NZ - FENZ,NZ,,,,,
295,35198,https://arena.nafc.org.au/resource/api/ext/equipment/295,,true,Refueling and Water Truck,false,false,true,Kerosene - JetA1,MHE006,214,https://arena.nafc.org.au/resource/api/ext/operators/214,34995,Meridian Helicopters,Heli-Worx Pty Ltd,+61747791021,+61411221395,operations@meridianhelicopters.com.au,,,,true,2018-11-28T10:17:02+1100,Is Refueler;Is Vehicle,Refueler - Bridging,27,NZ - FENZ,NZ,,,,,
299,35329,https://arena.nafc.org.au/resource/api/ext/equipment/299,,true,Kestrel Truck & Trailer,false,false,true,Kerosene - JetA1,1GN9UW & V81177,17,https://arena.nafc.org.au/resource/api/ext/operators/17,189,Kestrel Aviation P/L,Kestrel Aviation,+61357962373,+61357962222,ops@kestrelaviation.com.au,,,,false,2022-02-11T14:31:51+1100,Is Refueler;Is Vehicle,Refueler - Mobile,27,NZ - FENZ,NZ,,,,,
300,35395,https://arena.nafc.org.au/resource/api/ext/equipment/300,,false,Cargo Nets,false,false,false,,,10,https://arena.nafc.org.au/resource/api/ext/operators/10,61,Sydney Helicopters,Sydney Helicopters Pty Ltd,+61296374455,+61438216657,fireops@sydneyhelicopters.com.au,,,,true,2020-11-28T12:34:50+1100,,Refueler - Bridging,27,NZ - FENZ,NZ,,,,,
301,35396,https://arena.nafc.org.au/resource/api/ext/equipment/301,,false,Sheep Cages,false,false,false,,,10,https://arena.nafc.org.au/resource/api/ext/operators/10,61,Sydney Helicopters,Sydney Helicopters Pty Ltd,+61296374455,+61438216657,fireops@sydneyhelicopters.com.au,,,,true,2020-11-28T12:34:50+1100,,Refueler - Mobile,27,NZ - FENZ,NZ,,,,,
302,35398,https://arena.nafc.org.au/resource/api/ext/equipment/302,,false,Remote Lifting Hook,false,false,false,,,10,https://arena.nafc.org.au/resource/api/ext/operators/10,61,Sydney Helicopters,Sydney Helicopters Pty Ltd,+61296374455,+61438216657,fireops@sydneyhelicopters.com.au,,,,true,2020-11-28T12:34:50+1100,,Refueler - Bridging,27,NZ - FENZ,NZ,,,,,
303,35410,https://arena.nafc.org.au/resource/api/ext/equipment/303,,true,2000 Litre Fuel Trailer & Pumping Equipment,false,false,true,Kerosene - JetA1,TC25AD,15,https://arena.nafc.org.au/resource/api/ext/operators/15,108,Forest Air Helicopters (Aust) Pty Ltd,The TF Trust T/A Forest Air Helicopters (Aust) Pty Ltd,+61260263721,+61429691028,faha@forestair.com.au,,,,false,2016-09-22T10:56:25+1000,Is Refueler;Is Vehicle,Refueler - Mobile,27,NZ - FENZ,NZ,,,,,
305,35518,https://arena.nafc.org.au/resource/api/ext/equipment/305,,true,Vapor 55 Unmanned Helicopter,true,true,true,,,219,https://arena.nafc.org.au/resource/api/ext/operators/219,35496,Skyline UAV,Skyline UAV,+61249651800,+61400850612,mat@skylineav.com.au,,,,true,2016-09-22T14:53:11+1000,Is Suppressant Mixer;Is Retardant Mixer;Is Refueler;Is Vehicle,Refueler - Bridging,27,NZ - FENZ,NZ,,,,,
306,35525,https://arena.nafc.org.au/resource/api/ext/equipment/306,,true,Vapor 35 Unmanned Helicopter,true,true,true,,,219,https://arena.nafc.org.au/resource/api/ext/operators/219,35496,Skyline UAV,Skyline UAV,+61249651800,+61400850612,mat@skylineav.com.au,,,,true,2016-09-22T14:55:51+1000,Is Suppressant Mixer;Is Retardant Mixer;Is Refueler;Is Vehicle,Refueler - Mobile,27,NZ - FENZ,NZ,,,,,
307,35526,https://arena.nafc.org.au/resource/api/ext/equipment/307,,true,Yamaha RMAX Unmanned Helicopter,true,true,true,,,219,https://arena.nafc.org.au/resource/api/ext/operators/219,35496,Skyline UAV,Skyline UAV,+61249651800,+61400850612,mat@skylineav.com.au,,,,true,2016-09-22T14:58:07+1000,Is Suppressant Mixer;Is Retardant Mixer;Is Refueler;Is Vehicle,Refueler - Bridging,2,QLD - QFES,QLD,,,,,
308,35527,https://arena.nafc.org.au/resource/api/ext/equipment/308,,true,DJI Inspire 1,true,true,true,,,219,https://arena.nafc.org.au/resource/api/ext/operators/219,35496,Skyline UAV,Skyline UAV,+61249651800,+61400850612,mat@skylineav.com.au,,,,true,2016-09-22T15:04:49+1000,Is Suppressant Mixer;Is Retardant Mixer;Is Refueler;Is Vehicle,Refueler - Mobile,1,NSW - RFS,NSW,,,,,
309,35528,https://arena.nafc.org.au/resource/api/ext/equipment/309,,true,DJI S1000,true,true,true,,,219,https://arena.nafc.org.au/resource/api/ext/operators/219,35496,Skyline UAV,Skyline UAV,+61249651800,+61400850612,mat@skylineav.com.au,,,,true,2016-09-28T11:28:55+1000,Is Suppressant Mixer;Is Retardant Mixer;Is Refueler;Is Vehicle,Refueler - Bridging,1,NSW - RFS,NSW,,,,,
310,35529,https://arena.nafc.org.au/resource/api/ext/equipment/310,,true,DJI Phantom 3 Professional,true,true,true,,,219,https://arena.nafc.org.au/resource/api/ext/operators/219,35496,Skyline UAV,Skyline UAV,+61249651800,+61400850612,mat@skylineav.com.au,,,,true,2016-09-22T15:08:40+1000,Is Suppressant Mixer;Is Retardant Mixer;Is Refueler;Is Vehicle,Refueler - Mobile,1,NSW - RFS,NSW,,,,,
315,35569,https://arena.nafc.org.au/resource/api/ext/equipment/315,,true,Spylite Small RPAS,false,false,false,,329 STB,216,https://arena.nafc.org.au/resource/api/ext/operators/216,35439,Ninox Robotics,Ninox Robotics Pty Ltd,+611300377977,+61447776755,steve.schultz@ninox-robotics.com,,,,false,2021-09-27T12:13:37+1000,Is Vehicle,Refueler - Bridging,,,,,,,,
318,35600,https://arena.nafc.org.au/resource/api/ext/equipment/318,,false,UAV / RPA Equipment - 1 x Inspire RPA - 1 x DJI m210 RTK,false,false,false,,,218,https://arena.nafc.org.au/resource/api/ext/operators/218,35477,Australian Aerial Imagery,Australian Aerial Imagery P/L,+61457777037,+61457777037,mark_aai@mail.com,,,,true,2018-08-18T14:11:06+1000,,Refueler - Mobile,,,,,,,,
319,35757,https://arena.nafc.org.au/resource/api/ext/equipment/319,,false,RPAS Fixed Wing,false,false,false,,,227,https://arena.nafc.org.au/resource/api/ext/operators/227,35753,MACRO Consulting Surveyors Pty Ltd,MACRO Consulting Surveyors Pty Ltd,+61488252688,+61488252688,mcsurveyors@gmail.com,,,,true,2016-09-24T20:33:05+1000,,Refueler - Mobile,,,,,,,,
320,35758,https://arena.nafc.org.au/resource/api/ext/equipment/320,,true,4WD Toyota Dual Cab Troop Carrier,false,false,false,,CI29AW,227,https://arena.nafc.org.au/resource/api/ext/operators/227,35753,MACRO Consulting Surveyors Pty Ltd,MACRO Consulting Surveyors Pty Ltd,+61488252688,+61488252688,mcsurveyors@gmail.com,,,,true,2016-09-29T15:11:19+1000,Is Vehicle,Refueler - Mobile,,,,,,,,
321,35794,https://arena.nafc.org.au/resource/api/ext/equipment/321,,false,RPAS Multi Copter,false,false,false,,,227,https://arena.nafc.org.au/resource/api/ext/operators/227,35753,MACRO Consulting Surveyors Pty Ltd,MACRO Consulting Surveyors Pty Ltd,+61488252688,+61488252688,mcsurveyors@gmail.com,,,,true,2016-09-24T20:39:34+1000,,Refueler - Mobile,,,,,,,,
322,35808,https://arena.nafc.org.au/resource/api/ext/equipment/322,,true,Nissan UD Fuel Truck,false,false,true,Kerosene - JetA1,TBA,146,https://arena.nafc.org.au/resource/api/ext/operators/146,22037,Specialist Helicopters,Specialist Helicopters,+61403066444,+61403066444,david@specialisthelicopters.com.au,,,,true,2016-09-25T09:41:16+1000,Is Refueler;Is Vehicle,Refueler - Mobile,,,,,,,,
323,35827,https://arena.nafc.org.au/resource/api/ext/equipment/323,,false,DJI Matrice 600 UAV,false,false,false,,,226,https://arena.nafc.org.au/resource/api/ext/operators/226,35737,null,Airview Drone Images,null,null,null,,,,true,2016-09-25T20:27:21+1000,,Refueler - Bridging,,,,,,,,
326,36206,https://arena.nafc.org.au/resource/api/ext/equipment/326,,true,UAV support Trailer (fully enclosed),true,true,true,,,219,https://arena.nafc.org.au/resource/api/ext/operators/219,35496,Skyline UAV,Skyline UAV,+61249651800,+61400850612,mat@skylineav.com.au,,,,true,2016-09-28T10:58:30+1000,Is Suppressant Mixer;Is Retardant Mixer;Is Refueler;Is Vehicle,Refueler - Mobile,,,,,,,,
330,36407,https://arena.nafc.org.au/resource/api/ext/equipment/330,,true,Fuel Drum Trailer,false,false,false,,V83326,35,https://arena.nafc.org.au/resource/api/ext/operators/35,636,United Aero Helicopters,Aviation Utilities Pty Ltd,+61246553040,+61447350002,info@unitedaero.com.au,,,,true,2018-09-15T18:39:35+1000,Is Vehicle,Refueler - Mobile,,,,,,,,
331,36459,https://arena.nafc.org.au/resource/api/ext/equipment/331,,true,Semi-trailer Fuel Tanker,false,false,true,Kerosene - JetA1,XN82BX,103,https://arena.nafc.org.au/resource/api/ext/operators/103,9534,Orange Helicopters,Orange Helicopters Pty Ltd,+61263653731,+61438270370,info@orangehelicopters.com.au,,,,true,2021-12-27T09:54:46+1100,Is Refueler;Is Vehicle,Refueler - Bridging,,,,,,,,
332,36474,https://arena.nafc.org.au/resource/api/ext/equipment/332,,true,DJI Zenmuse XT FLIR Camera 640 x 512 @ 30Hz,true,true,true,,,218,https://arena.nafc.org.au/resource/api/ext/operators/218,35477,Australian Aerial Imagery,Australian Aerial Imagery P/L,+61457777037,+61457777037,mark_aai@mail.com,,,,true,2016-09-29T11:28:29+1000,Is Suppressant Mixer;Is Retardant Mixer;Is Refueler;Is Vehicle,Refueler - Mobile,,,,,,,,
333,36476,https://arena.nafc.org.au/resource/api/ext/equipment/333,,true,DJI X3 Camera,true,true,true,,,218,https://arena.nafc.org.au/resource/api/ext/operators/218,35477,Australian Aerial Imagery,Australian Aerial Imagery P/L,+61457777037,+61457777037,mark_aai@mail.com,,,,true,2016-09-29T11:29:42+1000,Is Suppressant Mixer;Is Retardant Mixer;Is Refueler;Is Vehicle,Refueler - Bridging,,,,,,,,
334,36477,https://arena.nafc.org.au/resource/api/ext/equipment/334,,true,DJI X5 Camera with additional lenses,true,true,true,,,218,https://arena.nafc.org.au/resource/api/ext/operators/218,35477,Australian Aerial Imagery,Australian Aerial Imagery P/L,+61457777037,+61457777037,mark_aai@mail.com,,,,true,2016-09-29T11:31:20+1000,Is Suppressant Mixer;Is Retardant Mixer;Is Refueler;Is Vehicle,Refueler - Mobile,,,,,,,,
335,36492,https://arena.nafc.org.au/resource/api/ext/equipment/335,,true,Acco Fuel Truck,false,false,true,Kerosene - JetA1,ZFE476,66,https://arena.nafc.org.au/resource/api/ext/operators/66,2606,Heli Surveys,Heli Surveys Pty Ltd,1300459686,1300459686,info@helisurveys.com.au,,,,false,2020-09-08T15:17:13+1000,Is Refueler;Is Vehicle,Refueler - Bridging,,,,,,,,
336,36515,https://arena.nafc.org.au/resource/api/ext/equipment/336,,true,Kenworth 17	000 Lt Fuel Truck,false,false,true,Kerosene - JetA1,1GJ 6FA,24,https://arena.nafc.org.au/resource/api/ext/operators/24,353,null,Heli-Serv Pty Ltd,+61395877222,+61418581826,mdunn@heli-serv.com,,,,true,2016-09-29T13:12:07+1000,Is Refueler;Is Vehicle,Refueler - Bridging,,,,,,,,
338,36644,https://arena.nafc.org.au/resource/api/ext/equipment/338,,true,Toyota Troop Carrier,false,false,false,,484 TKE,84,https://arena.nafc.org.au/resource/api/ext/operators/84,4775,null,Aeropower [OLD - DO NOT USE],+61733859500,1300074151,reception@aeropower.com.au,,,,true,2019-12-09T23:01:30+1100,Is Vehicle,Refueler - Mobile,,,,,,,,
339,36656,https://arena.nafc.org.au/resource/api/ext/equipment/339,,true,AR7895 - 8kL,false,false,true,Kerosene - JetA1,1IS4EV - EXPIRES 04/11/2022,11,https://arena.nafc.org.au/resource/api/ext/operators/11,80,Aero Refuellers,Aero Refuellers a Division of K&S freighters Pty Ltd,+61260542209,+61400471224,paul.lefoe@ksgroup.com.au,,,,false,2021-11-10T09:14:30+1100,Is Refueler;Is Vehicle,Refueler - Mobile,,,,,,,,
340,36672,https://arena.nafc.org.au/resource/api/ext/equipment/340,,false,UAV - Small,false,false,false,,,233,https://arena.nafc.org.au/resource/api/ext/operators/233,36663,Hover UAV Pty Ltd,Hover UAV pty Ltd,+61450918269,1300655918,info@hoveruav.com.au,,,,true,2016-09-30T11:44:48+1000,,Retardant Mixer - Mobile,,,,,,,,
341,36673,https://arena.nafc.org.au/resource/api/ext/equipment/341,,false,UAV - Medium,false,false,false,,,233,https://arena.nafc.org.au/resource/api/ext/operators/233,36663,Hover UAV Pty Ltd,Hover UAV pty Ltd,+61450918269,1300655918,info@hoveruav.com.au,,,,true,2016-09-30T11:47:35+1000,,Suppressant Mixer - Mobile,,,,,,,,
342,36674,https://arena.nafc.org.au/resource/api/ext/equipment/342,,false,UAV - Small,false,false,false,,,233,https://arena.nafc.org.au/resource/api/ext/operators/233,36663,Hover UAV Pty Ltd,Hover UAV pty Ltd,+61450918269,1300655918,info@hoveruav.com.au,,,,true,2016-09-30T11:50:29+1000,,Refueler - Mobile,,,,,,,,
343,36675,https://arena.nafc.org.au/resource/api/ext/equipment/343,,false,UAV Medium,false,false,false,,,233,https://arena.nafc.org.au/resource/api/ext/operators/233,36663,Hover UAV Pty Ltd,Hover UAV pty Ltd,+61450918269,1300655918,info@hoveruav.com.au,,,,true,2016-09-30T11:52:46+1000,,Refueler - Bridging,,,,,,,,
344,36705,https://arena.nafc.org.au/resource/api/ext/equipment/344,,false,DJI Inspire 1 Pro,false,false,false,,,234,https://arena.nafc.org.au/resource/api/ext/operators/234,36679,null,Overall Photography Pty Ltd,+61422035777,+61422035777,tim@overallphotography.com.au,,,,true,2016-09-30T14:39:39+1000,,Refueler - Mobile,,,,,,,,
345,36706,https://arena.nafc.org.au/resource/api/ext/equipment/345,,false,DJI Inspire 1 Pro,false,false,false,,,234,https://arena.nafc.org.au/resource/api/ext/operators/234,36679,null,Overall Photography Pty Ltd,+61422035777,+61422035777,tim@overallphotography.com.au,,,,true,2016-09-30T14:43:04+1000,,Suppressant Mixer - Mobile,,,,,,,,
346,36707,https://arena.nafc.org.au/resource/api/ext/equipment/346,,false,DJI Inspire 1 Pro,false,false,false,,,234,https://arena.nafc.org.au/resource/api/ext/operators/234,36679,null,Overall Photography Pty Ltd,+61422035777,+61422035777,tim@overallphotography.com.au,,,,true,2016-09-30T14:43:21+1000,,Refueler - Mobile,,,,,,,,
347,36708,https://arena.nafc.org.au/resource/api/ext/equipment/347,,false,DJI Inspire 1 Pro,false,false,false,,,234,https://arena.nafc.org.au/resource/api/ext/operators/234,36679,null,Overall Photography Pty Ltd,+61422035777,+61422035777,tim@overallphotography.com.au,,,,true,2016-09-30T14:43:39+1000,,Refueler - Bridging,,,,,,,,
348,36709,https://arena.nafc.org.au/resource/api/ext/equipment/348,,false,DJI Inspire 1,false,false,false,,,234,https://arena.nafc.org.au/resource/api/ext/operators/234,36679,null,Overall Photography Pty Ltd,+61422035777,+61422035777,tim@overallphotography.com.au,,,,true,2016-09-30T14:44:04+1000,,Refueler - Mobile,,,,,,,,
349,36710,https://arena.nafc.org.au/resource/api/ext/equipment/349,,false,DJI Matrice 600,false,false,false,,,234,https://arena.nafc.org.au/resource/api/ext/operators/234,36679,null,Overall Photography Pty Ltd,+61422035777,+61422035777,tim@overallphotography.com.au,,,,true,2016-09-30T16:02:11+1000,,Refueler - Bridging,,,,,,,,
350,36711,https://arena.nafc.org.au/resource/api/ext/equipment/350,,false,DJI Phantom 4,false,false,false,,,234,https://arena.nafc.org.au/resource/api/ext/operators/234,36679,null,Overall Photography Pty Ltd,+61422035777,+61422035777,tim@overallphotography.com.au,,,,true,2016-09-30T14:44:49+1000,,Refueler - Mobile,,,,,,,,
351,36712,https://arena.nafc.org.au/resource/api/ext/equipment/351,,false,DJI Phantom 4,false,false,false,,,234,https://arena.nafc.org.au/resource/api/ext/operators/234,36679,null,Overall Photography Pty Ltd,+61422035777,+61422035777,tim@overallphotography.com.au,,,,true,2016-09-30T14:45:08+1000,,Refueler - Bridging,,,,,,,,
352,37281,https://arena.nafc.org.au/resource/api/ext/equipment/352,,true,mixing and refueling trailers,true,true,true,Kerosene - JetA1,,87,https://arena.nafc.org.au/resource/api/ext/operators/87,5752,null,Liddles Air Service,+61747762030,+61419674073,air@liddles.com.au,,,,true,2016-10-17T17:16:09+1100,Is Suppressant Mixer;Is Retardant Mixer;Is Refueler;Is Vehicle,Refueler - Mobile,,,,,,,,
354,40521,https://arena.nafc.org.au/resource/api/ext/equipment/354,,true,DJI Inspire 1 Pro,true,true,true,,,230,https://arena.nafc.org.au/resource/api/ext/operators/230,35902,Optimus UAV,Optimus Solutions Pty Limited,+61411211701,+61411211701,dave@optimus.net,,,,true,2016-11-14T15:49:26+1100,Is Suppressant Mixer;Is Retardant Mixer;Is Refueler;Is Vehicle,Refueler - Bridging,,,,,,,,
358,41435,https://arena.nafc.org.au/resource/api/ext/equipment/358,,false,N/A,false,false,false,,,264,https://arena.nafc.org.au/resource/api/ext/operators/264,41428,Melton Air Services,Melton Air Services Investments P/L,+61397461342,+61428811755,evan@meltonairservices.com.au,,,,true,2017-09-08T17:14:12+1000,,Refueler - Mobile,,,,,,,,
365,42981,https://arena.nafc.org.au/resource/api/ext/equipment/365,,true,Fuel Support Vehicle,false,false,true,Kerosene - JetA1,1EAM883,190,https://arena.nafc.org.au/resource/api/ext/operators/190,30204,Heliwest,Rotorwest,+61894997700,+61458888811,operations@heliwest.com.au,,,,true,2016-12-14T17:01:13+1100,Is Refueler;Is Vehicle,Refueler - Bridging,,,,,,,,
370,44679,https://arena.nafc.org.au/resource/api/ext/equipment/370,,false,Refueler/Storage,false,false,true,Kerosene - JetA1,,78,https://arena.nafc.org.au/resource/api/ext/operators/78,3946,Col Adams Aerial Services,Col Adams Aerial,+61427421723,+61427421723,scott@adamsaerial.com.au,,,,false,2017-01-16T12:42:38+1100,Is Refueler,Refueler - Mobile,,,,,,,,
371,44681,https://arena.nafc.org.au/resource/api/ext/equipment/371,,true,Refueler,false,false,true,Kerosene - JetA1,BK08HK,78,https://arena.nafc.org.au/resource/api/ext/operators/78,3946,Col Adams Aerial Services,Col Adams Aerial,+61427421723,+61427421723,scott@adamsaerial.com.au,,,,false,2017-01-16T12:52:49+1100,Is Refueler;Is Vehicle,Refueler - Bridging,,,,,,,,
377,45988,https://arena.nafc.org.au/resource/api/ext/equipment/377,,true,Freightliner 40000 litre  Semi Fuel Tanker,false,false,true,Kerosene - JetA1,CK 24 NH,15,https://arena.nafc.org.au/resource/api/ext/operators/15,108,Forest Air Helicopters (Aust) Pty Ltd,The TF Trust T/A Forest Air Helicopters (Aust) Pty Ltd,+61260263721,+61429691028,faha@forestair.com.au,,,,false,2017-10-24T15:11:41+1100,Is Refueler;Is Vehicle,Refueler - Mobile,,,,,,,,
379,46115,https://arena.nafc.org.au/resource/api/ext/equipment/379,,true,Fuel tanker - Iveco Stralis CD68XQ FS1,false,false,true,Kerosene - JetA1,CD68XQ,288,https://arena.nafc.org.au/resource/api/ext/operators/288,46113,Fuel Supply Pty Ltd,Fuel Supply Pty Ltd,+61267722348,+61267722348,claire@fleethelicopters.com.au,,,,false,2018-10-30T10:39:42+1100,Is Refueler;Is Vehicle,Refueler - Bridging,,,,,,,,
380,46123,https://arena.nafc.org.au/resource/api/ext/equipment/380,,true,Fuel Tanker - Iveco Stralis CE95EN FS2,false,false,true,Kerosene - JetA1,CE95EN,288,https://arena.nafc.org.au/resource/api/ext/operators/288,46113,Fuel Supply Pty Ltd,Fuel Supply Pty Ltd,+61267722348,+61267722348,claire@fleethelicopters.com.au,,,,false,2018-10-30T10:40:00+1100,Is Refueler;Is Vehicle,Refueler - Mobile,,,,,,,,
381,46132,https://arena.nafc.org.au/resource/api/ext/equipment/381,,true,Fuel Tanker International Acco 2350E AW66KE FS4,false,false,true,Kerosene - JetA1,AW66KE,288,https://arena.nafc.org.au/resource/api/ext/operators/288,46113,Fuel Supply Pty Ltd,Fuel Supply Pty Ltd,+61267722348,+61267722348,claire@fleethelicopters.com.au,,,,false,2019-05-22T13:49:50+1000,Is Refueler;Is Vehicle,Refueler - Bridging,,,,,,,,
382,46142,https://arena.nafc.org.au/resource/api/ext/equipment/382,,true,Hockney dog trailer TA91HC FS3,false,false,true,Kerosene - JetA1,TA91HC,288,https://arena.nafc.org.au/resource/api/ext/operators/288,46113,Fuel Supply Pty Ltd,Fuel Supply Pty Ltd,+61267722348,+61267722348,claire@fleethelicopters.com.au,,,,false,2018-10-30T10:41:51+1100,Is Refueler;Is Vehicle,Refueler - Mobile,,,,,,,,
383,46145,https://arena.nafc.org.au/resource/api/ext/equipment/383,,true,Fuel Tanker Volvo XN58LB (previously BV39KF)  FS5,false,false,true,Kerosene - JetA1,XN58LB,288,https://arena.nafc.org.au/resource/api/ext/operators/288,46113,Fuel Supply Pty Ltd,Fuel Supply Pty Ltd,+61267722348,+61267722348,claire@fleethelicopters.com.au,,,,false,2020-06-10T10:12:59+1000,Is Refueler;Is Vehicle,Refueler - Mobile,,,,,,,,
384,46158,https://arena.nafc.org.au/resource/api/ext/equipment/384,,true,Armidale Fuel Trailer Y43612 FS6,false,false,true,Kerosene - JetA1,Y43612,288,https://arena.nafc.org.au/resource/api/ext/operators/288,46113,Fuel Supply Pty Ltd,Fuel Supply Pty Ltd,+61267722348,+61267722348,claire@fleethelicopters.com.au,,,,false,2018-10-30T10:42:19+1100,Is Refueler;Is Vehicle,Suppressant Mixer - Mobile,,,,,,,,
385,46164,https://arena.nafc.org.au/resource/api/ext/equipment/385,,true,Mudgee Fuel Trailer TA06HC FS7,false,false,true,Kerosene - JetA1,TA06HC,288,https://arena.nafc.org.au/resource/api/ext/operators/288,46113,Fuel Supply Pty Ltd,Fuel Supply Pty Ltd,+61267722348,+61267722348,claire@fleethelicopters.com.au,,,,false,2018-10-30T10:42:30+1100,Is Refueler;Is Vehicle,Suppressant Mixer - Mobile,,,,,,,,
388,46384,https://arena.nafc.org.au/resource/api/ext/equipment/388,,true,Ute,false,false,false,,052 WSK,289,https://arena.nafc.org.au/resource/api/ext/operators/289,46187,Surf Life Saving Queensland Inc.,Surf Life Saving Queensland,+61755120200,+61755120200,pgibson@lifesaving.com.au,,,,true,2017-05-10T14:03:48+1000,Is Vehicle,Refueler - Bridging,,,,,,,,
390,46386,https://arena.nafc.org.au/resource/api/ext/equipment/390,,true,Fuel Trailer,false,false,true,Kerosene - JetA1,914QYJ,289,https://arena.nafc.org.au/resource/api/ext/operators/289,46187,Surf Life Saving Queensland Inc.,Surf Life Saving Queensland,+61755120200,+61755120200,pgibson@lifesaving.com.au,,,,true,2017-05-10T14:21:10+1000,Is Refueler;Is Vehicle,Refueler - Mobile,,,,,,,,
391,46390,https://arena.nafc.org.au/resource/api/ext/equipment/391,,true,Kenworth Prime Mover and Tanker,false,false,true,Kerosene - JetA1,KW 904,159,https://arena.nafc.org.au/resource/api/ext/operators/159,22975,XO Aviation Pty Ltd,XO Aviation Pty Ltd,+61419820840,+61419854448,kylie@xoaviation.com.au,,,,false,2021-06-16T10:59:50+1000,Is Refueler;Is Vehicle,Refueler - Bridging,,,,,,,,
393,46771,https://arena.nafc.org.au/resource/api/ext/equipment/393,,true,,true,true,true,,,292,https://arena.nafc.org.au/resource/api/ext/operators/292,46763,Pionair Australia Pty Ltd,Pionair Australia Pty Ltd,+61408796030,+61409146146,michael@pionair.com.au,,,,true,2017-06-20T15:00:06+1000,Is Suppressant Mixer;Is Retardant Mixer;Is Refueler;Is Vehicle,Refueler - Mobile,,,,,,,,
394,46812,https://arena.nafc.org.au/resource/api/ext/equipment/394,,true,Fuel support truck,false,false,true,Kerosene - JetA1,CA66UJ,72,https://arena.nafc.org.au/resource/api/ext/operators/72,3331,Skycroppers,Skycroppers,+61269641919,+61269641919,sales@skycroppers.com.au,,,,false,2022-02-09T13:03:16+1100,Is Refueler;Is Vehicle,Refueler - Mobile,,,,,,,,
395,46966,https://arena.nafc.org.au/resource/api/ext/equipment/395,,true,Re-fueler mobile tri-axle,false,false,true,Kerosene - JetA1,CD77NJ,294,https://arena.nafc.org.au/resource/api/ext/operators/294,46964,null,Oleum Energy Pty Ltd,+61417844201,+61417844201,ben@oleumfuels.com.au,,,,true,2017-08-31T10:55:42+1000,Is Refueler;Is Vehicle,Refueler - Mobile,,,,,,,,
397,46979,https://arena.nafc.org.au/resource/api/ext/equipment/397,,true,Re-fueler Mobile Rigid,false,false,true,Kerosene - JetA1,TKK760,294,https://arena.nafc.org.au/resource/api/ext/operators/294,46964,null,Oleum Energy Pty Ltd,+61417844201,+61417844201,ben@oleumfuels.com.au,,,,true,2017-08-28T15:16:03+1000,Is Refueler;Is Vehicle,Refueler - Mobile,,,,,,,,
398,46996,https://arena.nafc.org.au/resource/api/ext/equipment/398,,false,Fixed fuel facility,false,false,true,Kerosene - JetA1,,62,https://arena.nafc.org.au/resource/api/ext/operators/62,2058,null,Air Affairs Australia Pty Ltd,+61244236755,+61287660487,aaafirescan@airaffairs.com.au,,,,false,2019-09-04T13:40:46+1000,Is Refueler,Refueler - Mobile,,,,,,,,
402,47520,https://arena.nafc.org.au/resource/api/ext/equipment/402,,true,10	000L Jet -A1 Fuel Tanker - F82PQ,false,false,true,Kerosene - JetA1,F82PQ,170,https://arena.nafc.org.au/resource/api/ext/operators/170,23855,Osborne Aviation Services Pty Ltd,Osborne Aviation Services,+61362503834,+61362503834,admin@osborneaviation.com,,,,false,2020-09-28T13:27:33+1000,Is Refueler;Is Vehicle,Refueler - Mobile,,,,,,,,
403,47745,https://arena.nafc.org.au/resource/api/ext/equipment/403,,false,FLIR,false,false,false,,,25,https://arena.nafc.org.au/resource/api/ext/operators/25,373,Air T&G Pty Ltd,Air T&G Pty Ltd,+61266814915,+61419673852,mail@airtg.com.au,,,,false,2017-08-18T16:33:33+1000,,Refueler - Mobile,,,,,,,,
404,47852,https://arena.nafc.org.au/resource/api/ext/equipment/404,,false,Helitak FT1200 Belly Tank,false,false,false,,,3,https://arena.nafc.org.au/resource/api/ext/operators/3,18,Microflite Helicopter Services,Microflite Pty Ltd,+61385879799,+61385879799,operations@microflite.com.au,,,,false,2020-08-25T14:50:17+1000,,Refueler - Mobile,,,,,,,,
