imei,url,assetType,assetRegistration,transmitted,received,latitude,longitude,speed,track,altitude,event,source,messageText,productType,volume
,,,,2022-07-26T12:10:00+1000,2022-07-26T12:10:28+1000,-34.88312,150.55453,0,0,37,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T12:10:15+1000,2022-07-26T12:10:43+1000,-34.88311,150.55452,0,0,40,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T12:10:30+1000,2022-07-26T12:10:58+1000,-34.88311,150.55452,0,0,44,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T12:10:45+1000,2022-07-26T12:11:13+1000,-34.8831,150.55451,0,0,45,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T12:11:00+1000,2022-07-26T12:11:28+1000,-34.88309,150.55451,0,0,46,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T12:11:15+1000,2022-07-26T12:11:43+1000,-34.88309,150.55451,0,0,48,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T12:11:30+1000,2022-07-26T12:11:58+1000,-34.88309,150.55453,0,0,47,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T12:11:45+1000,2022-07-26T12:12:15+1000,-34.8831,150.55451,0,0,43,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T12:12:00+1000,2022-07-26T12:12:28+1000,-34.88311,150.55452,0,0,41,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T12:12:15+1000,2022-07-26T12:12:43+1000,-34.88311,150.55453,0,0,40,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T12:12:30+1000,2022-07-26T12:12:58+1000,-34.8831,150.55454,0,0,41,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T12:12:45+1000,2022-07-26T12:13:13+1000,-34.88309,150.55454,0,0,43,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T12:13:00+1000,2022-07-26T12:13:28+1000,-34.8831,150.55454,0,0,44,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T12:13:15+1000,2022-07-26T12:13:43+1000,-34.8831,150.55454,0,0,47,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T12:13:30+1000,2022-07-26T12:14:02+1000,-34.8831,150.55454,0,0,49,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T12:13:45+1000,2022-07-26T12:14:15+1000,-34.88309,150.55454,0,0,51,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T12:14:00+1000,2022-07-26T12:14:28+1000,-34.88308,150.55454,0,0,53,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T12:14:15+1000,2022-07-26T12:14:43+1000,-34.88309,150.55453,0,0,52,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T12:14:30+1000,2022-07-26T12:14:58+1000,-34.88309,150.55453,0,0,51,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T12:14:45+1000,2022-07-26T12:15:13+1000,-34.88309,150.55452,0,0,51,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T12:15:00+1000,2022-07-26T12:15:28+1000,-34.88308,150.55452,0,0,53,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T12:15:15+1000,2022-07-26T12:15:43+1000,-34.88308,150.55451,0,0,58,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T12:15:30+1000,2022-07-26T12:15:58+1000,-34.88308,150.55451,0,0,60,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T12:15:45+1000,2022-07-26T12:16:13+1000,-34.88309,150.55451,0,0,60,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T12:16:00+1000,2022-07-26T12:16:28+1000,-34.88309,150.5545,0,0,60,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T12:16:15+1000,2022-07-26T12:16:43+1000,-34.88309,150.55451,0,0,58,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T12:16:30+1000,2022-07-26T12:16:58+1000,-34.8831,150.5545,0,0,56,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T12:16:45+1000,2022-07-26T12:17:13+1000,-34.8831,150.5545,0,0,55,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T12:17:00+1000,2022-07-26T12:17:28+1000,-34.8831,150.55449,0,0,54,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T12:17:15+1000,2022-07-26T12:17:43+1000,-34.8831,150.55451,0,0,51,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T12:17:30+1000,2022-07-26T12:17:58+1000,-34.8831,150.55451,0,0,54,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T12:17:45+1000,2022-07-26T12:18:13+1000,-34.8831,150.55451,0,0,54,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T12:18:00+1000,2022-07-26T12:18:28+1000,-34.8831,150.55451,0,0,55,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T12:18:15+1000,2022-07-26T12:18:43+1000,-34.8831,150.55453,0,0,55,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T12:18:30+1000,2022-07-26T12:18:58+1000,-34.8831,150.55453,0,0,53,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T12:18:45+1000,2022-07-26T12:19:13+1000,-34.8831,150.55452,0,0,52,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T12:19:00+1000,2022-07-26T12:19:28+1000,-34.8831,150.55452,0,0,52,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T12:19:15+1000,2022-07-26T12:19:43+1000,-34.88311,150.55451,0,0,53,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T12:19:30+1000,2022-07-26T12:19:58+1000,-34.88311,150.55451,0,0,57,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T12:19:45+1000,2022-07-26T12:20:13+1000,-34.88311,150.55451,0,0,60,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T12:20:00+1000,2022-07-26T12:20:28+1000,-34.8831,150.55452,0,0,61,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T12:20:15+1000,2022-07-26T12:20:43+1000,-34.8831,150.55453,0,0,59,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T12:20:30+1000,2022-07-26T12:20:58+1000,-34.8831,150.55453,0,0,58,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T12:20:45+1000,2022-07-26T12:21:13+1000,-34.8831,150.55453,0,0,56,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T12:21:00+1000,2022-07-26T12:21:28+1000,-34.88309,150.55453,0,0,56,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T12:21:15+1000,2022-07-26T12:21:43+1000,-34.88309,150.55453,0,0,55,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T12:21:30+1000,2022-07-26T12:21:58+1000,-34.88309,150.55454,0,0,52,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T12:21:45+1000,2022-07-26T12:22:14+1000,-34.88309,150.55455,0,0,52,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T12:22:00+1000,2022-07-26T12:22:28+1000,-34.88309,150.55454,0,0,52,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T12:22:15+1000,2022-07-26T12:22:43+1000,-34.88309,150.55453,0,0,55,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T12:22:30+1000,2022-07-26T12:22:59+1000,-34.88309,150.55453,0,0,55,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T12:22:45+1000,2022-07-26T12:23:13+1000,-34.88309,150.55454,0,0,56,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T12:23:00+1000,2022-07-26T12:23:28+1000,-34.8831,150.55454,0,0,56,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T12:23:15+1000,2022-07-26T12:23:43+1000,-34.8831,150.55454,0,0,56,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T12:23:30+1000,2022-07-26T12:23:58+1000,-34.8831,150.55454,0,0,56,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T12:23:45+1000,2022-07-26T12:24:13+1000,-34.8831,150.55454,0,0,55,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T12:24:00+1000,2022-07-26T12:24:28+1000,-34.8831,150.55453,0,0,55,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T12:24:15+1000,2022-07-26T12:24:43+1000,-34.8831,150.55453,0,0,56,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T12:24:30+1000,2022-07-26T12:24:58+1000,-34.88309,150.55454,0,0,57,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T12:24:45+1000,2022-07-26T12:25:13+1000,-34.8831,150.55454,0,0,58,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T12:25:00+1000,2022-07-26T12:25:28+1000,-34.8831,150.55453,0,0,56,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T12:25:15+1000,2022-07-26T12:25:43+1000,-34.88311,150.55452,0,0,52,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T12:25:30+1000,2022-07-26T12:25:58+1000,-34.88311,150.55453,0,0,53,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T12:25:45+1000,2022-07-26T12:26:13+1000,-34.88311,150.55453,0,0,53,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T12:26:00+1000,2022-07-26T12:26:28+1000,-34.88311,150.55453,0,0,54,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T12:26:15+1000,2022-07-26T12:26:43+1000,-34.88311,150.55454,0,0,54,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T12:26:30+1000,2022-07-26T12:26:58+1000,-34.88311,150.55453,0,0,55,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T12:26:45+1000,2022-07-26T12:27:14+1000,-34.8831,150.55453,0,0,55,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T12:27:00+1000,2022-07-26T12:27:28+1000,-34.88309,150.55454,0,0,54,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T12:27:15+1000,2022-07-26T12:27:43+1000,-34.8831,150.55454,0,0,51,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T12:27:30+1000,2022-07-26T12:27:58+1000,-34.88311,150.55455,0,0,47,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T12:27:45+1000,2022-07-26T12:28:15+1000,-34.88312,150.55455,0,0,45,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T12:28:00+1000,2022-07-26T12:28:29+1000,-34.88311,150.55456,0,0,47,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T12:28:15+1000,2022-07-26T12:28:43+1000,-34.88311,150.55457,0,0,47,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T12:28:30+1000,2022-07-26T12:28:58+1000,-34.88311,150.55456,0,0,48,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T12:28:45+1000,2022-07-26T12:29:13+1000,-34.88311,150.55455,0,0,48,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T12:29:00+1000,2022-07-26T12:29:28+1000,-34.88311,150.55454,0,0,49,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T12:29:15+1000,2022-07-26T12:29:44+1000,-34.88311,150.55454,0,0,47,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T12:29:30+1000,2022-07-26T12:29:58+1000,-34.88312,150.55455,0,0,46,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T12:29:45+1000,2022-07-26T12:30:14+1000,-34.88312,150.55455,0,0,44,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T12:30:00+1000,2022-07-26T12:30:30+1000,-34.88313,150.55456,0,0,43,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T12:30:15+1000,2022-07-26T12:30:43+1000,-34.88312,150.55455,0,0,43,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T12:30:30+1000,2022-07-26T12:30:58+1000,-34.88312,150.55456,0,0,43,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T12:30:45+1000,2022-07-26T12:31:14+1000,-34.88312,150.55455,0,0,43,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T12:31:00+1000,2022-07-26T12:31:30+1000,-34.88312,150.55455,0,0,46,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T12:31:15+1000,2022-07-26T12:31:43+1000,-34.88311,150.55455,0,0,48,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T12:31:30+1000,2022-07-26T12:31:59+1000,-34.88311,150.55454,0,0,50,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T12:31:45+1000,2022-07-26T12:32:13+1000,-34.88311,150.55454,0,0,52,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T12:32:00+1000,2022-07-26T12:32:28+1000,-34.88311,150.55453,0,0,53,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T12:32:15+1000,2022-07-26T12:32:44+1000,-34.8831,150.55453,0,0,54,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T12:32:30+1000,2022-07-26T12:32:58+1000,-34.8831,150.55453,0,0,55,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T12:32:45+1000,2022-07-26T12:33:14+1000,-34.8831,150.55454,0,0,54,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T12:33:00+1000,2022-07-26T12:33:28+1000,-34.8831,150.55455,0,0,55,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T12:33:15+1000,2022-07-26T12:33:43+1000,-34.88309,150.55456,0,0,52,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T12:33:30+1000,2022-07-26T12:33:59+1000,-34.88309,150.55455,0,0,52,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T12:33:45+1000,2022-07-26T12:34:13+1000,-34.8831,150.55455,0,0,49,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T12:34:00+1000,2022-07-26T12:34:29+1000,-34.88309,150.55455,0,0,49,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T12:34:15+1000,2022-07-26T12:34:43+1000,-34.8831,150.55454,0,0,49,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T12:34:30+1000,2022-07-26T12:34:58+1000,-34.8831,150.55453,0,0,52,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T12:34:45+1000,2022-07-26T12:35:14+1000,-34.88309,150.55454,0,0,54,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T12:35:00+1000,2022-07-26T12:35:28+1000,-34.88309,150.55453,0,0,55,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T12:35:15+1000,2022-07-26T12:35:43+1000,-34.88309,150.55454,0,0,55,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T12:35:30+1000,2022-07-26T12:35:58+1000,-34.8831,150.55454,0,0,54,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T12:35:45+1000,2022-07-26T12:36:13+1000,-34.88311,150.55455,0,0,53,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T12:36:00+1000,2022-07-26T12:36:29+1000,-34.8831,150.55455,0,0,56,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T12:36:15+1000,2022-07-26T12:36:43+1000,-34.8831,150.55455,0,0,57,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T12:36:30+1000,2022-07-26T12:36:59+1000,-34.8831,150.55455,0,0,58,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T12:36:45+1000,2022-07-26T12:37:13+1000,-34.8831,150.55456,0,0,58,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T12:37:00+1000,2022-07-26T12:37:28+1000,-34.8831,150.55456,0,0,55,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T12:37:15+1000,2022-07-26T12:37:44+1000,-34.8831,150.55455,0,0,55,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T12:37:30+1000,2022-07-26T12:37:58+1000,-34.88311,150.55455,0,0,54,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T12:37:45+1000,2022-07-26T12:38:14+1000,-34.88311,150.55455,0,0,51,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T12:38:00+1000,2022-07-26T12:38:28+1000,-34.8831,150.55455,0,0,54,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T12:38:15+1000,2022-07-26T12:38:45+1000,-34.8831,150.55456,0,0,56,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T12:38:30+1000,2022-07-26T12:38:58+1000,-34.8831,150.55456,0,0,56,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T12:38:45+1000,2022-07-26T12:39:13+1000,-34.8831,150.55454,0,0,55,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T12:39:00+1000,2022-07-26T12:39:29+1000,-34.88311,150.55454,0,0,50,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T12:39:15+1000,2022-07-26T12:39:43+1000,-34.88312,150.55454,0,0,47,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T12:39:30+1000,2022-07-26T12:39:58+1000,-34.88311,150.55455,0,0,49,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T12:39:45+1000,2022-07-26T12:40:13+1000,-34.88311,150.55454,0,0,51,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T12:40:00+1000,2022-07-26T12:40:28+1000,-34.8831,150.55454,0,0,56,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T12:40:15+1000,2022-07-26T12:40:44+1000,-34.88309,150.55454,0,0,58,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T12:40:30+1000,2022-07-26T12:41:01+1000,-34.8831,150.55454,0,0,58,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T12:40:45+1000,2022-07-26T12:41:14+1000,-34.8831,150.55455,0,0,58,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T12:41:00+1000,2022-07-26T12:41:28+1000,-34.88311,150.55455,0,0,55,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T12:41:43+1000,2022-07-26T12:42:31+1000,-34.8831,150.55451,0,0,58,EVT_STARTUP,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T12:41:44+1000,2022-07-26T12:42:41+1000,-34.8831,150.5545,1,0,57,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T12:41:45+1000,2022-07-26T12:42:41+1000,-34.8831,150.5545,0,0,56,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T12:42:01+1000,2022-07-26T12:42:41+1000,-34.88312,150.55451,0,0,54,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T12:42:15+1000,2022-07-26T12:43:17+1000,-34.88312,150.55451,0,0,53,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T12:42:30+1000,2022-07-26T12:43:17+1000,-34.88312,150.55452,0,0,53,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T08:20:27+1000,2022-07-26T08:21:00+1000,-15.78356,128.71355,0,0,47,EVT_STARTUP,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T08:20:30+1000,2022-07-26T08:21:02+1000,-15.78356,128.71355,0,0,46,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T08:20:45+1000,2022-07-26T08:21:15+1000,-15.78356,128.71355,0,0,46,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T08:21:00+1000,2022-07-26T08:21:28+1000,-15.78355,128.71355,0,0,47,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T08:21:15+1000,2022-07-26T08:21:43+1000,-15.78355,128.71355,0,0,49,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T08:21:30+1000,2022-07-26T08:21:58+1000,-15.78356,128.71355,0,0,49,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T08:21:45+1000,2022-07-26T08:22:13+1000,-15.78356,128.71355,0,0,49,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T08:22:00+1000,2022-07-26T08:22:28+1000,-15.78356,128.71355,0,0,48,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T08:22:15+1000,2022-07-26T08:22:43+1000,-15.78355,128.71355,0,0,48,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T08:22:30+1000,2022-07-26T08:22:58+1000,-15.78355,128.71356,0,0,49,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T08:22:45+1000,2022-07-26T08:23:13+1000,-15.78355,128.71355,0,0,47,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T08:23:00+1000,2022-07-26T08:23:28+1000,-15.78355,128.71356,0,0,47,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T08:23:15+1000,2022-07-26T08:23:44+1000,-15.78348,128.71366,7,33,47,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T08:23:30+1000,2022-07-26T08:23:59+1000,-15.78322,128.71372,7,11,48,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T08:23:45+1000,2022-07-26T08:24:13+1000,-15.78302,128.71398,12,85,48,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T08:24:00+1000,2022-07-26T08:24:28+1000,-15.78301,128.71451,14,91,48,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T08:24:15+1000,2022-07-26T08:24:43+1000,-15.78303,128.71517,16,95,48,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T08:24:30+1000,2022-07-26T08:24:58+1000,-15.78296,128.71577,14,56,47,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T08:24:45+1000,2022-07-26T08:25:13+1000,-15.78259,128.71605,9,30,48,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T08:25:00+1000,2022-07-26T08:25:28+1000,-15.78225,128.71625,16,29,48,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T08:25:15+1000,2022-07-26T08:25:43+1000,-15.78172,128.716,37,300,49,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T08:25:23+1000,2022-07-26T08:25:52+1000,-15.78157,128.71573,94,299,49,EVT_TAKEOFF,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T08:25:30+1000,2022-07-26T08:25:58+1000,-15.7802,128.71319,137,300,49,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T08:25:45+1000,2022-07-26T08:26:13+1000,-15.77729,128.70792,168,300,86,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T08:26:00+1000,2022-07-26T08:26:29+1000,-15.77412,128.70211,177,299,153,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T08:26:15+1000,2022-07-26T08:26:44+1000,-15.77062,128.69597,188,301,212,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T08:26:30+1000,2022-07-26T08:26:58+1000,-15.76701,128.68942,207,296,275,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T08:26:45+1000,2022-07-26T08:27:14+1000,-15.76424,128.68165,218,283,333,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T08:27:00+1000,2022-07-26T08:27:28+1000,-15.76315,128.67312,224,269,397,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T08:27:15+1000,2022-07-26T08:27:44+1000,-15.76408,128.66442,225,257,466,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T08:27:30+1000,2022-07-26T08:27:59+1000,-15.76674,128.65564,251,251,502,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T08:27:45+1000,2022-07-26T08:28:13+1000,-15.76957,128.64613,262,253,555,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T08:28:00+1000,2022-07-26T08:28:28+1000,-15.77256,128.6362,272,252,602,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T08:28:15+1000,2022-07-26T08:28:44+1000,-15.77581,128.6261,275,251,660,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T08:28:30+1000,2022-07-26T08:28:59+1000,-15.77911,128.61593,277,252,726,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T08:28:45+1000,2022-07-26T08:29:14+1000,-15.7825,128.60577,279,250,806,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T08:29:00+1000,2022-07-26T08:29:28+1000,-15.78622,128.59533,294,249,842,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T08:29:15+1000,2022-07-26T08:29:44+1000,-15.79033,128.58451,305,248,857,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T08:29:30+1000,2022-07-26T08:29:58+1000,-15.79466,128.57343,309,248,872,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T08:29:45+1000,2022-07-26T08:30:13+1000,-15.79881,128.56194,324,253,860,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T08:30:00+1000,2022-07-26T08:30:28+1000,-15.80202,128.54961,333,257,846,EVT_STANDARD,TRACPLUS,,UNKNOWN,
