imei,url,assetType,assetRegistration,transmitted,received,latitude,longitude,speed,track,altitude,events,productType
300234011882160,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234011882160,HELICOPTER,ZK-IBR (Ice),2021-10-04T13:23:56+1100,2021-10-04T13:24:16+1100,-45.4184116666667,167.733461666667,0,0,246,EVT_STANDARD,UNKNOWN
300434063480160,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434063480160,VEHICLE,AO State Logs 4,2022-07-21T17:10:53+1000,2022-07-21T17:11:00+1000,-34.99897,138.94599,1,0,383,EVT_SHUTDOWN,UNKNOWN
300234063641450,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234063641450,HELICOPTER,ZK-IHH,2021-02-26T08:26:20+1100,2021-02-26T08:29:34+1100,-44.2533,169.198878333333,183,93,562,EVT_STANDARD,UNKNOWN
300434063114880,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434063114880,HELICOPTER,FB231 VH-BLR Sydney Helicopters,2022-07-20T10:38:56+1000,2022-07-20T10:39:03+1000,-36.42756,148.5991,0,0,1040,EVT_SHUTDOWN,UNKNOWN
300234066457300,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234066457300,FIXED_WING,ZK-HNL,2022-07-16T08:09:56+1000,2022-07-16T08:10:37+1000,-38.9976024627686,176.294581890106,0,46,713,EVT_STANDARD,UNKNOWN
300425060206220,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300425060206220,HELICOPTER,HTK 341 N42CU Coulson Aviation,2022-04-08T13:21:07+1000,2022-04-08T13:21:59+1000,-37.8370738362058,144.899429665473,0,0,11,EVT_SHUTDOWN,UNKNOWN
300234068341410,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234068341410,HEARTBEAT,TP1811678,2021-07-04T21:17:01+1000,2021-07-04T21:17:13+1000,-35.35136,149.24923,0,0,613,EVT_SHUTDOWN,UNKNOWN
300434063924190,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434063924190,HELICOPTER,ZK-IDE (RockAIR),2022-07-13T13:24:00+1000,2022-07-13T13:24:08+1000,-45.42581,167.76501,0,0,321,EVT_STANDARD,UNKNOWN
300234060599530,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234060599530,HELICOPTER,FB249 VH-UAZ United Aero "NAL",2020-02-03T14:24:36+1100,2020-02-03T14:24:47+1100,-32.72315,150.242828333333,2,1,1164,EVT_STANDARD,
300434063186040,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434063186040,HELICOPTER,VH-WVV,2021-11-22T09:47:15+1100,2021-11-22T09:47:18+1100,-37.97247,145.09294,0,0,41,EVT_STANDARD,UNKNOWN
300434062148240,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434062148240,HELICOPTER,FB230 VH-CHO Fleet/Commercial,2022-07-19T15:29:30+1000,2022-07-19T15:30:11+1000,-30.52965,151.61816,0,0,1098,EVT_STANDARD,UNKNOWN
300434063862100,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434063862100,VEHICLE,DAF Tanker,2021-02-17T09:47:19+1100,2021-02-17T09:47:32+1100,-31.97387,150.90093,0,0,350,EVT_SHUTDOWN,UNKNOWN
5X200225000980,https://arena.nafc.org.au/tracking/api/ext/currentLocations/5X200225000980,VEHICLE,T3902 - 34kL,2022-07-20T11:59:08+1000,2022-07-20T11:59:29+1000,-36.05691,146.9743,0,0,177,EVT_STANDARD,UNKNOWN
300434063860090,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434063860090,VEHICLE,AO Region 6,2022-07-19T13:25:03+1000,2022-07-19T13:25:14+1000,-34.37281,136.09968,0,0,-18,EVT_SHUTDOWN,UNKNOWN
300034013317880,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300034013317880,VEHICLE,Q20012 Skyfuel B7,2017-12-22T15:56:11+1100,2017-12-22T15:57:48+1100,-33.9158533333333,150.991166666667,0,6,25,EVT_DISTRESS,
300434063439960,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434063439960,HELICOPTER,FB260 VH-ZHM AS350SD2 Heli-Central,2020-04-06T10:39:45+1000,2020-04-06T10:39:49+1000,-31.71538,152.72316,0,0,25,EVT_STANDARD,
300434064734300,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434064734300,FIXED_WING,B436 VH-JQW CHAS,2022-07-21T00:12:22+1000,2022-07-21T00:12:28+1000,36.99019,35.28949,0,0,16,EVT_SHUTDOWN,UNKNOWN
70010707,https://arena.nafc.org.au/tracking/api/ext/currentLocations/70010707,FIXED_WING,P2-MHM,2020-02-13T09:36:05+1100,2020-02-13T09:36:20+1100,-30.3138113021851,153.118815422058,0,49,15,EVT_STARTUP,
70002612,https://arena.nafc.org.au/tracking/api/ext/currentLocations/70002612,FIXED_WING,B163 N366AC Field AIr,2019-01-01T11:44:20+1100,2019-01-01T11:45:16+1100,-33.604107,150.793277,0,94,28,EVT_STANDARD,
300434062791410,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434062791410,HELICOPTER,HT401 - N391AL - McDermott,2019-11-18T20:32:55+1100,2019-11-18T20:33:00+1100,-26.39852,152.91212,0,0,113,EVT_SHUTDOWN,
300234063329060,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234063329060,HELICOPTER,2015beta24,2017-05-22T13:51:30+1000,2017-05-22T13:52:02+1000,-36.85817,174.7606,0,0,92,EVT_STANDARD,
300234065845150,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234065845150,HELICOPTER,FB284 VH-ELC Specialist Helicopters,2022-06-18T12:51:10+1000,2022-06-18T12:51:44+1000,-34.5503866666667,150.687963333333,0,0,253,EVT_STANDARD,UNKNOWN
300434063417080,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434063417080,FIXED_WING,VH-MHV,2022-07-22T13:46:00+1000,2022-07-22T13:46:43+1000,-33.00741,149.76759,527,40,6528,EVT_STANDARD,UNKNOWN
300434063969010,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434063969010,FIXED_WING,VH-PTF,2020-03-11T16:26:00+1100,2020-03-11T16:26:37+1100,-29.39715,149.87626,0,0,212,EVT_STANDARD,
5X200225001037,https://arena.nafc.org.au/tracking/api/ext/currentLocations/5X200225001037,VEHICLE,SCT0428 - 18kL,2022-05-20T11:28:23+1000,2022-05-20T11:29:06+1000,-33.90082,151.0771,0,0,24,EVT_STANDARD,UNKNOWN
300534061091990,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300534061091990,HELICOPTER,HT671 N1073W McDermott DV,2022-07-01T13:56:17+1000,2022-07-01T13:56:28+1000,-32.09116,115.88324,0,159,31,EVT_STANDARD,UNKNOWN
300234068586600,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234068586600,HEARTBEAT,TP1811690,2021-03-16T21:28:30+1100,2021-03-16T21:31:45+1100,-35.32212,148.99965,0,0,683,EVT_SHUTDOWN,UNKNOWN
300034012651740,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300034012651740,HELICOPTER,HT220 VH-UAX United Aero,2016-10-31T12:17:00+1100,2016-10-31T12:17:32+1100,-34.03985,150.68719,0,54,73,EVT_STANDARD,
300234066882490,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234066882490,FIXED_WING,FB604 VH-DUN,2022-02-01T21:45:34+1100,2022-02-01T21:45:58+1100,-34.94449,117.80377,0,159,64,EVT_STANDARD,WATER
300234066788430,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234066788430,HELICOPTER,HT253 C-GRUV Valhalla Helicopters,2021-07-23T05:52:40+1000,2021-07-23T05:53:32+1000,55.7875335216522,-124.573545455933,108,155,1181,EVT_STANDARD,UNKNOWN
300434063207660,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434063207660,FIXED_WING,FS268 VH-BMX Curtis Aviation Loan,2021-08-10T15:16:48+1000,2021-08-10T15:17:04+1000,-34.04267,150.68933,0,0,85,EVT_SHUTDOWN,UNKNOWN
300234067272830,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234067272830,HELICOPTER,FB310 VH-SCO - PHS,2022-07-18T11:34:20+1000,2022-07-18T11:34:37+1000,-37.9796826839447,145.094826221466,0,0,27,EVT_STANDARD,UNKNOWN
300234067840500,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234067840500,HELICOPTER,VH-EHA,2022-06-09T09:22:18+1000,2022-06-09T09:25:44+1000,-27.56933,152.998606666667,0,0,18,EVT_STANDARD,UNKNOWN
300434062094740,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434062094740,HELICOPTER,FIREBIRD 225 (VH-MDE),2022-03-20T12:23:42+1100,2022-03-20T12:23:45+1100,-33.90273,151.22332,188,16,332,EVT_SHUTDOWN,UNKNOWN
300234062354090,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234062354090,HELICOPTER,VH-FCA,2017-02-23T08:46:30+1100,2017-02-23T08:47:05+1100,-9.23227,142.2184,0,0,9,EVT_STANDARD,
300215060016290,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300215060016290,HEARTBEAT,GCH6,2021-12-04T11:01:27+1100,2021-12-07T09:49:45+1100,-33.5168,171.684283333333,0,0,3803,EVT_DISTRESS,UNKNOWN
300125010805360,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300125010805360,FIXED_WING,B912 N522AX AGAIR,2018-03-16T06:23:22+1100,2018-03-16T06:24:26+1100,44.4521982887567,-83.3775479242648,0,150,192,EVT_SHUTDOWN,
300434063649320,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434063649320,HELICOPTER,ZK-HAE,2022-07-22T11:31:43+1000,2022-07-22T11:31:51+1000,-45.02396,168.73763,0,0,359,EVT_SHUTDOWN,UNKNOWN
300234060506220,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234060506220,HELICOPTER,SAOQFRS07,2018-10-26T17:30:37+1100,2018-10-26T17:31:54+1100,-27.5452016666667,151.914416666667,1,0,604,EVT_STANDARD,
300434063010580,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434063010580,HELICOPTER,NNL,2019-05-23T04:23:43+1000,2019-05-23T04:23:46+1000,49.20533,-123.00741,0,0,0,EVT_SHUTDOWN,
300234010623520,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234010623520,HELICOPTER,SAOQFRS04,2017-09-28T15:00:25+1000,2017-09-28T15:00:48+1000,-26.5418533333333,148.779266666667,4,0,299,EVT_STANDARD,
300434062160120,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434062160120,HELICOPTER,ZK-IEG,2022-07-20T06:27:47+1000,2022-07-20T06:27:57+1000,-42.56659,172.79433,0,0,309,EVT_SHUTDOWN,UNKNOWN
5X200225000968,https://arena.nafc.org.au/tracking/api/ext/currentLocations/5X200225000968,VEHICLE,AR7989,2022-07-13T14:03:06+1000,2022-07-13T14:03:19+1000,-38.09373,146.972,0,0,39,EVT_STANDARD,UNKNOWN
300234067403670,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234067403670,HELICOPTER,HT125 N125FH Kestrel Aviation,2021-03-01T10:20:35+1100,2021-03-01T10:20:48+1100,-36.89909,145.18067,0,0,142,EVT_ENGINEOFF,UNKNOWN
300434063543810,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434063543810,HELICOPTER,HT271 VH-HUE Heli-Central,2022-05-29T13:41:29+1000,2022-05-29T13:41:55+1000,-23.56798,148.17491,1,0,229,EVT_SHUTDOWN,UNKNOWN
300434062149240,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434062149240,FIXED_WING,B799 VH-AKZ Kennedy Air,2022-06-22T11:45:29+1000,2022-06-22T11:45:39+1000,-30.97578,150.18192,0,0,324,EVT_SHUTDOWN,UNKNOWN
300234063832420,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234063832420,FIXED_WING,B266 VH-XAV Kennedy Air (DEACTIVATED),2018-11-06T12:08:26+1100,2018-11-06T12:08:32+1100,-30.97304,150.18296,0,0,318,EVT_STARTUP,
300434066919310,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434066919310,FIXED_WING,B254 VH-LIC Aircair Aviation,2022-07-18T10:01:11+1000,2022-07-18T10:01:16+1000,-29.39713,149.87631,0,0,215,EVT_SHUTDOWN,UNKNOWN
300434062577570,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434062577570,HELICOPTER,ZK-HZO,2020-03-19T11:27:32+1100,2020-03-19T11:27:56+1100,-43.08728,172.42266,0,0,659,EVT_SHUTDOWN,
300434063536180,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434063536180,HELICOPTER,ZK-HZP,2021-08-17T06:17:00+1000,2021-08-17T06:17:59+1000,-46.41341,169.65362,207,227,341,EVT_STANDARD,UNKNOWN
5X200225000943,https://arena.nafc.org.au/tracking/api/ext/currentLocations/5X200225000943,VEHICLE,McDermott 13 ��� Volvo ��� 195KYQ,2022-07-21T11:15:09+1000,2022-07-21T11:15:25+1000,-26.40022,152.9094,0,0,113,EVT_STANDARD,UNKNOWN
300434064128450,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434064128450,VEHICLE,MHS21,2022-07-20T17:17:53+1000,2022-07-20T17:18:27+1000,-37.96602,145.06089,0,0,42,EVT_SHUTDOWN,UNKNOWN
J17000016,https://arena.nafc.org.au/tracking/api/ext/currentLocations/J17000016,HELICOPTER,FB730 VH-TMY - United Aero,2020-03-18T17:21:35+1100,2020-03-18T17:22:51+1100,-23.41801329518,119.801344824158,0,0,525,EVT_STARTUP,
300034012609560,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300034012609560,HEARTBEAT,HB-SpiderTracks,2021-11-08T09:58:20+1100,2021-11-08T09:58:34+1100,-36.8580666666667,174.76069,0,166,91,EVT_STANDARD,UNKNOWN
C11198547,https://arena.nafc.org.au/tracking/api/ext/currentLocations/C11198547,HELICOPTER,HT339 VH-JJK Jayrow,2018-10-01T11:20:11+1000,2018-10-01T11:21:54+1000,-37.9785098927068,145.094453118909,0,0,20,EVT_STARTUP,
300534062303320,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300534062303320,HELICOPTER,ZK-IAG,2022-07-17T09:40:05+1000,2022-07-17T09:40:09+1000,-40.9010696411133,174.985213279724,0,0,-1,EVT_STANDARD,UNKNOWN
300434062091440,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434062091440,HELICOPTER,FB623 VH-YUQ McDermott,2022-07-20T14:38:00+1000,2022-07-20T14:38:35+1000,-32.09215,115.88294,0,0,8,EVT_STANDARD,UNKNOWN
300234065603610,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234065603610,FIXED_WING,FS230 VH-KSA Pays Air Charter,2018-04-10T12:14:00+1000,2018-04-10T12:15:14+1000,-16.7282133333333,122.89262,262,27,3073,EVT_STANDARD,
300234066689240,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234066689240,FIXED_WING,ZK-HNW,2022-07-22T13:26:05+1000,2022-07-22T13:26:49+1000,-45.2008438110352,168.742468357086,0,84,323,EVT_STANDARD,UNKNOWN
300234067401680,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234067401680,HELICOPTER,HT677 N217PJ McDermott DV,2022-07-01T14:38:01+1000,2022-07-01T14:38:14+1000,-32.09133,115.88344,0,0,24,EVT_STANDARD,WATER
M13000076,https://arena.nafc.org.au/tracking/api/ext/currentLocations/M13000076,HELICOPTER,HT344 N217AC,2017-02-22T09:06:03+1100,2017-02-22T09:07:05+1100,-37.7231634727304,144.89918825607,0,0,90,EVT_STARTUP,
300234063134080,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234063134080,FIXED_WING,VH-DUA-OIL2,2019-05-10T12:33:22+1000,2019-05-10T12:33:25+1000,-33.3799833333333,115.672333333333,4,161,20,EVT_STANDARD,
300234062817900,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234062817900,FIXED_WING,B356 VH-DBQ AGAIR,2017-09-15T11:28:25+1000,2017-09-15T11:28:35+1000,-37.0705866666667,142.740815,11,19,243,EVT_STANDARD,
D18000022,https://arena.nafc.org.au/tracking/api/ext/currentLocations/D18000022,FIXED_WING,BD376 VH-HPY AGAIR,2022-07-20T12:25:27+1000,2022-07-20T12:25:35+1000,-37.7212751966835,144.896699165511,0,0,95,EVT_SCHEDULED,UNKNOWN
300434063013520,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434063013520,HELICOPTER,FB735 VH-UWT Tasmanian Helicopters,2022-07-20T16:37:05+1000,2022-07-20T16:37:14+1000,-41.21861,146.41748,0,0,26,EVT_SHUTDOWN,UNKNOWN
300434063491810,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434063491810,HELICOPTER,FB300 (VH-XXW),2022-07-11T14:59:30+1000,2022-07-11T14:59:40+1000,-37.97209,145.09383,0,0,22,EVT_STANDARD,UNKNOWN
300234062051740,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234062051740,FIXED_WING,FS436 VH-LWH Precision Aerial,2020-02-09T14:01:26+1100,2020-02-09T14:01:41+1100,-29.350815,149.889633333333,186,41,791,EVT_STANDARD,
300234063688370,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234063688370,HELICOPTER,ZK-HKW,2022-06-22T09:59:29+1000,2022-06-22T10:02:20+1000,-43.28789,172.54247,0,0,66,EVT_SHUTDOWN,UNKNOWN
300234010903300,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234010903300,HELICOPTER,Helitack 441 VH-SLA,2021-10-25T14:48:40+1100,2021-10-25T14:49:41+1100,-16.8710633333333,145.737456666667,0,0,4,EVT_STANDARD,UNKNOWN
300434066910300,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434066910300,HELICOPTER,ZK-HGY,2022-06-27T08:48:34+1000,2022-06-27T08:48:44+1000,-42.56653,172.7942,3,0,323,EVT_SHUTDOWN,UNKNOWN
300434064016630,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434064016630,HELICOPTER,VH-VRC,2022-06-21T18:33:51+1000,2022-06-21T18:34:00+1000,-32.72756,152.07534,0,0,48,EVT_SHUTDOWN,WATER
300434063145270,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434063145270,HELICOPTER,ZK-HUQ,2022-07-19T14:23:31+1000,2022-07-19T14:24:14+1000,-43.48301,172.52878,0,0,31,EVT_STARTUP,UNKNOWN
300234010646530,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234010646530,HELICOPTER,FB447 VH-ZDM Nautilus Aviation,2020-11-13T16:55:10+1100,2020-11-13T16:56:16+1100,-16.888025,145.751886666667,0,293,67,EVT_STANDARD,UNKNOWN
300234066882580,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234066882580,HELICOPTER,HT254 C-GLFT Valhalla Helicopters,2021-07-23T05:35:46+1000,2021-07-23T05:36:52+1000,50.1214528083801,-120.74652671814,0,239,632,EVT_STANDARD,UNKNOWN
300434062093590,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434062093590,FIXED_WING,B219 VH-FNA Pays Air Service FIREBOSS,2020-10-09T11:47:32+1100,2020-10-09T11:47:37+1100,-32.03733,150.83463,0,0,265,EVT_SHUTDOWN,UNKNOWN
300234066259820,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234066259820,HELICOPTER,ZK-HZY,2022-07-16T09:08:55+1000,2022-07-16T09:09:17+1000,-38.9676582813263,177.45593547821,0,172,23,EVT_STANDARD,UNKNOWN
300234011515570,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234011515570,HELICOPTER,FB261 VH-JOA Precision,2019-03-05T16:12:23+1100,2019-03-05T16:12:59+1100,-29.59994,151.258628333333,149,202,807,EVT_STANDARD,
300434063381600,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434063381600,HELICOPTER,ZK-ICD,2022-07-22T13:47:45+1000,2022-07-22T13:47:52+1000,-43.77609,170.23363,238,201,1785,EVT_STANDARD,UNKNOWN
300434063329280,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434063329280,HELICOPTER,VH-YAS Firebird 290,2022-07-22T13:47:45+1000,2022-07-22T13:47:53+1000,-36.19432,148.06344,140,229,322,EVT_STANDARD,UNKNOWN
300434063458080,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434063458080,HELICOPTER,RED,2022-07-22T13:47:45+1000,2022-07-22T13:47:53+1000,-44.75189,169.13636,114,45,706,EVT_STANDARD,UNKNOWN
300434066714770,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434066714770,FIXED_WING,VH-MAS,2022-01-20T19:52:14+1100,2022-01-20T19:52:16+1100,-35.28872,138.49225,0,0,35,EVT_SHUTDOWN,UNKNOWN
300434062362370,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434062362370,FIXED_WING,BD433 VH-JAJ Kennedy Air,2022-03-10T11:47:43+1100,2022-03-10T11:47:47+1100,-24.89959,152.32149,0,0,32,EVT_SHUTDOWN,UNKNOWN
300434062142140,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434062142140,HELICOPTER,ZK-HJM,2022-07-09T07:07:47+1000,2022-07-09T07:08:11+1000,-42.56634,172.79424,0,0,287,EVT_STANDARD,UNKNOWN
300234064326380,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234064326380,HELICOPTER,FB739 VH-AWK Microflite,2017-01-05T08:29:20+1100,2017-01-05T08:41:15+1100,-41.42135,147.15158,64,74,70,EVT_STANDARD,
300434066211570,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434066211570,HELICOPTER,PKAR04,2022-07-21T12:28:17+1000,2022-07-21T12:28:27+1000,-34.45013,150.49631,0,0,574,EVT_SHUTDOWN,UNKNOWN
300434062571580,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434062571580,HELICOPTER,ZK-HWK,2022-07-22T13:47:45+1000,2022-07-22T13:47:53+1000,-45.79082,169.62054,111,182,601,EVT_STANDARD,UNKNOWN
300234060317070,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234060317070,FIXED_WING,Mobile 5 ex LIM Pays Air Service,2017-08-31T09:09:14+1000,2017-08-31T09:09:21+1000,-32.03722,150.8337,15,123,226,EVT_STANDARD,
300434063771100,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434063771100,FIXED_WING,FS437 VH-LMZ CHAS,2021-10-28T12:03:54+1100,2021-10-28T12:03:57+1100,-23.49324,148.17965,0,0,177,EVT_SHUTDOWN,UNKNOWN
300434064240030,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434064240030,VEHICLE,XN81WM-P306-T606 / Techfuel,2021-04-08T15:28:23+1000,2021-04-08T15:28:26+1000,-33.84616,150.91606,0,0,45,EVT_SHUTDOWN,UNKNOWN
300234060684350,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234060684350,HELICOPTER,FB440 VH-VHC Nautilus Aviation,2017-02-23T08:42:30+1100,2017-02-23T08:42:54+1100,-10.40967,142.21304,172,350,122,EVT_STANDARD,
300434062164130,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434062164130,HELICOPTER,Beck 1 ,2022-05-31T05:58:56+1000,2022-05-31T05:59:06+1000,-39.40906,174.30259,0,0,240,EVT_SHUTDOWN,UNKNOWN
300234065616770,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234065616770,HELICOPTER,FB219 VH-THV Pays Air Service,2017-07-05T11:36:20+1000,2017-07-05T11:37:29+1000,-19.24696,146.57725,0,0,32,EVT_STANDARD,
300034013319040,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300034013319040,FIXED_WING,ODH - B581 Aerotech,2016-03-16T09:29:13+1100,2016-03-16T09:29:25+1100,-35.3650166666667,139.5216,297,136,816,EVT_STANDARD,
300425060714650,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300425060714650,HELICOPTER,HTK348 C-FXEC Coulson Aviation,2022-03-11T10:56:19+1100,2022-03-11T10:56:24+1100,-38.024723192301,144.481353742408,0,0,15,EVT_SHUTDOWN,UNKNOWN
300434063115260,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434063115260,FIXED_WING,FS279 VH-KON Pays Air Charter,2022-07-19T10:18:49+1000,2022-07-19T10:18:57+1000,-32.03727,150.83446,0,0,222,EVT_SHUTDOWN,UNKNOWN
300234064845610,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234064845610,HELICOPTER,ZK-IEY,2022-07-22T13:47:41+1000,2022-07-22T13:47:55+1000,-43.5402774810791,170.365376472473,216,197,2367,EVT_STANDARD,UNKNOWN
300434063323310,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434063323310,HELICOPTER,ZK-IUU,2022-07-22T13:47:45+1000,2022-07-22T13:47:55+1000,-38.16984,175.26293,0,0,60,EVT_STANDARD,UNKNOWN
300034013317040,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300034013317040,FIXED_WING,ODW - B580 Aerotech,2016-03-18T14:26:34+1100,2016-03-18T14:26:43+1100,-34.7862333333333,138.634816666667,1,354,26,EVT_STANDARD,
300434062799380,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434062799380,HELICOPTER,FB450 VH-YUR McDermott,2018-08-21T09:44:00+1000,2018-08-21T10:06:23+1000,-26.39899,152.91142,0,0,99,EVT_STANDARD,
300234062849240,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234062849240,FIXED_WING,FS436 VH-LWH Meandarra Aerial,2016-04-10T17:22:13+1000,2016-04-10T17:22:20+1000,-17.8617833333333,142.556166666667,59,297,134,EVT_STANDARD,
300025010805930,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300025010805930,HELICOPTER,N176AC,2016-02-04T07:03:23+1100,2016-02-04T07:03:43+1100,51.569218999993,-127.449612999241,1,311,277,EVT_STANDARD,
300234065600600,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234065600600,HELICOPTER,VH-ANY Forest Air Spare,2018-06-05T09:05:10+1000,2018-06-05T09:06:55+1000,-35.9058266666667,146.910695,18,90,221,EVT_STANDARD,
300234060412530,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234060412530,HELICOPTER,VH-OWH,2017-02-22T12:11:00+1100,2017-02-22T12:17:49+1100,-10.58882,142.29397,0,0,25,EVT_STANDARD,
300234060966560,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234060966560,FIXED_WING,VH-KCS CHAS,2018-04-27T09:31:26+1000,2018-04-27T09:31:35+1000,-23.7877,148.329316666667,340,334,1419,EVT_STANDARD,
300034013302720,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300034013302720,FIXED_WING,B266 VH-XAV Kennedy Air Ag,2016-11-23T17:35:29+1100,2016-11-23T17:35:32+1100,-30.97352,150.18289,0,8,312,EVT_STANDARD,
300234066900340,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234066900340,VEHICLE,AR7020 ZAL757 AeroRefuellers,2021-11-26T12:59:58+1100,2021-11-26T13:10:02+1100,-33.7057,151.20704,1,0,134,EVT_SHUTDOWN,UNKNOWN
300434062799360,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434062799360,HELICOPTER,FB461 VH-YBO McDermott,2018-08-30T08:42:14+1000,2018-08-30T08:42:16+1000,-26.39831,152.91135,0,0,96,EVT_SHUTDOWN,
300434062791370,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434062791370,HELICOPTER,ZK-IDF,2022-07-16T11:50:33+1000,2022-07-16T11:50:43+1000,-45.01689,168.74678,0,0,368,EVT_SHUTDOWN,UNKNOWN
300234060502290,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234060502290,VEHICLE,Q20012 Skyfuel B7,2018-02-22T08:34:20+1100,2018-02-22T08:35:12+1100,-30.3199683333333,149.82789,1,89,226,EVT_STANDARD,
