type,type,type,.features[].geometry.coordinates[],imei,url,assetType,assetRegistration,transmitted,received,speed,track,events
,Feature,Point,145.0925;-37.9722;30,E08135533,https://arena.nafc.org.au/tracking/api/ext/currentLocations/E08135533?geojson=true,HELICOPTER,FB739 VH-AWK Microflite,2016-12-23T13:18:21+1100,2016-12-23T13:18:25+1100,0,328,EVT_STARTUP
,Feature,Point,138.5216;-34.9459;15,C11156331,https://arena.nafc.org.au/tracking/api/ext/currentLocations/C11156331?geojson=true,HELICOPTER,VH-VSA (RSCU 52),2016-01-27T13:36:50+1100,2016-01-27T13:36:56+1100,0,274,EVT_ENGINEOFF
,Feature,Point,145.0928;-37.9723;23,300234010154220,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234010154220?geojson=true,HELICOPTER,FB306 VH-ECP Microflite,2018-11-12T21:02:50+1100,2018-11-12T21:03:52+1100,0,236,EVT_SARCANCEL
,Feature,Point,150.8343;-32.0381;226,300234063645590,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234063645590?geojson=true,FIXED_WING,B227 VH-LIS Pays Air Service,2017-10-30T09:31:26+1100,2017-10-30T09:31:38+1100,0,150,EVT_OPSNORMAL
,Feature,Point,150.6872;-34.0398;76,300234064328380,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234064328380?geojson=true,HELICOPTER,HT275 C-FWTY United Aero,2017-02-12T11:22:50+1100,2017-02-12T11:24:05+1100,0,0,EVT_ENGINEOFF
,Feature,Point,148.0337;-34.6289;350,300234060134940,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234060134940?geojson=true,FIXED_WING,B212 VH-OOW Adams Aerial,2019-08-23T14:48:41+1000,2019-08-23T14:48:54+1000,0,0,EVT_STANDARD
,Feature,Point,150.5267;-34.946;117,300234060217840,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234060217840?geojson=true,FIXED_WING,FS121 LRX Air Affairs,2018-03-01T06:27:16+1100,2018-03-01T06:27:24+1100,0,94,EVT_ENGINEOFF
,Feature,Point,169.7232;-45.8195;2000,300434063222570,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434063222570?geojson=true,HELICOPTER,ZK-ITD,2021-09-16T03:29:45+1000,2021-09-16T03:31:19+1000,231,333,EVT_STANDARD
,Feature,Point,-122.3749;49.0297;60,70001533,https://arena.nafc.org.au/tracking/api/ext/currentLocations/70001533?geojson=true,FIXED_WING,B166 C-GVFT Field Air (RJ85),2022-05-13T08:01:36+1000,2022-05-13T08:02:04+1000,0,41,EVT_LANDING
,Feature,Point,148.7567;-20.2792;22,300234011896500,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234011896500?geojson=true,HELICOPTER,HT277 VH-UHE Helibiz,2021-08-28T11:22:40+1000,2021-08-28T11:23:10+1000,0,0,EVT_STANDARD
,Feature,Point,148.7793;-26.5418;300,300234067940310,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234067940310?geojson=true,HELICOPTER,VH-JZB (FB 401),2022-07-05T15:08:40+1000,2022-07-05T15:23:17+1000,0,0,EVT_STANDARD
,Feature,Point,174.0466;-35.2829;45,300234068017520,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234068017520?geojson=true,HELICOPTER,ILM,2022-06-28T08:31:04+1000,2022-06-28T08:33:45+1000,0,0,EVT_STANDARD
,Feature,Point,150.6882;-34.0399;76,300434063648870,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434063648870?geojson=true,VEHICLE,AS338 Airspace Fuel,2021-02-15T13:30:18+1100,2021-02-15T13:30:20+1100,0,0,EVT_SHUTDOWN
,Feature,Point,175.0276;-39.9617;7,300234066735390,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234066735390?geojson=true,HELICOPTER,ZK-HFA,2022-07-25T10:07:22+1000,2022-07-25T10:08:13+1000,0,248,EVT_STANDARD
,Feature,Point,150.528;-34.9456;117,300234063920010,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234063920010?geojson=true,FIXED_WING,FS255 VH-LAB Air Affairs,2017-11-15T15:44:20+1100,2017-11-15T15:44:33+1100,0,290,EVT_STANDARD
,Feature,Point,151.9141;-27.5447;643,300434063776110,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434063776110?geojson=true,HELICOPTER,State2,2022-04-05T17:46:59+1000,2022-04-05T17:47:01+1000,0,0,EVT_SHUTDOWN
,Feature,Point,150.6871;-34.0397;75,300234064325360,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234064325360?geojson=true,HELICOPTER,SPARE SPIDER7-(WAS VH-UVA),2018-10-17T15:02:20+1100,2018-10-17T15:02:53+1100,0,0,EVT_STANDARD
,Feature,Point,148.2425;-35.2705;276,300034013831770,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300034013831770?geojson=true,HELICOPTER,FB295 VH-ZUY TrueNorth Helicopters,2018-01-25T09:31:30+1100,2018-01-25T09:31:58+1100,0,157,EVT_STANDARD
,Feature,Point,138.9275;-34.9916;453,300234060252520,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234060252520?geojson=true,VEHICLE,CAB Fuel 6000lt-Aerotech,2019-05-06T10:53:02+1000,2019-05-06T10:53:14+1000,0,0,EVT_STANDARD
,Feature,Point,145.7695;-17.0854;72,300234060266230,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234060266230?geojson=true,HELICOPTER,SAOQFRS15,2018-12-02T23:52:22+1100,2018-12-02T23:52:56+1100,4,0,EVT_STANDARD
,Feature,Point,148.651;-33.8464;304,300034012995380,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300034012995380?geojson=true,FIXED_WING,B223 VH-CVF Fred Fahey,2018-08-21T11:13:16+1000,2018-08-21T11:13:26+1000,0,241,EVT_STANDARD
,Feature,Point,115.8815;-32.0844;26,300034012322120,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300034012322120?geojson=true,HELICOPTER,VH-XRG Heliwest,2018-07-19T13:47:00+1000,2018-07-19T13:48:29+1000,0,277,EVT_STANDARD
,Feature,Point,150.688;-34.0395;62,300034013318730,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300034013318730?geojson=true,VEHICLE,U30258 Skyfuel B5,2018-03-07T09:38:45+1100,2018-03-07T09:38:56+1100,1,18,EVT_STANDARD
,Feature,Point,-116.1763;47.5111;1491,300434063535120,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434063535120?geojson=true,HELICOPTER,N684UH,2022-07-11T13:03:45+1000,2022-07-11T13:04:03+1000,188,164,EVT_STANDARD
,Feature,Point,170.5029;-45.8779;29,300434062146230,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434062146230?geojson=true,FIXED_WING,NAFC RockAIR,2018-08-01T10:52:23+1000,2018-08-01T10:52:34+1000,0,0,EVT_TEXT
,Feature,Point,153.1149;-30.3154;2,300234061719160,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234061719160?geojson=true,HELICOPTER,HT265 VH-UEC Aeropower,2016-02-03T16:07:30+1100,2016-02-03T16:08:17+1100,0,0,EVT_STANDARD
,Feature,Point,175.0275;-39.9619;24,300234066452280,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234066452280?geojson=true,HELICOPTER,ZK-HZG,2022-05-03T09:42:51+1000,2022-05-03T09:44:04+1000,0,0,EVT_STANDARD
,Feature,Point,150.688;-34.0408;70,300234061478780,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234061478780?geojson=true,HELICOPTER,VH-XPB United Aero,2017-05-12T17:36:01+1000,2017-05-12T17:36:10+1000,6,38,EVT_STANDARD
,Feature,Point,150.9948;-33.9175;25,300124010501260,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300124010501260?geojson=true,HELICOPTER,HT414 N216PJ McDermott ,2018-02-26T16:01:02+1100,2018-02-26T16:01:46+1100,0,223,EVT_STANDARD
,Feature,Point,172.4128;-43.5493;71,300434063456090,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434063456090?geojson=true,FIXED_WING,ZK-DPE,2022-07-16T14:32:14+1000,2022-07-16T14:32:22+1000,0,0,EVT_SHUTDOWN
,Feature,Point,138.5216;-34.9459;10,I11250691,https://arena.nafc.org.au/tracking/api/ext/currentLocations/I11250691?geojson=true,HELICOPTER,VH-VAU,2016-01-19T15:00:10+1100,2016-01-19T15:00:13+1100,0,0,EVT_ENGINEOFF
,Feature,Point,153.1092;-26.7992;19,300234067940320,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234067940320?geojson=true,HEARTBEAT,SP850481,2022-06-28T12:57:13+1000,2022-06-28T12:57:44+1000,0,28,EVT_STANDARD
,Feature,Point,148.0341;-34.6284;344,300234063689360,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234063689360?geojson=true,HELICOPTER,RockStar Portable,2020-06-27T12:38:00+1000,2020-06-27T12:38:49+1000,0,227,EVT_STANDARD
,Feature,Point,139.8574;-32.2234;443,300434062795830,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434062795830?geojson=true,HELICOPTER,FB233 VH-ONR Fleet/Commercial,2022-05-30T10:24:00+1000,2022-05-30T10:27:29+1000,133,258,EVT_STANDARD
,Feature,Point,145.1814;-36.8988;160,F17000057,https://arena.nafc.org.au/tracking/api/ext/currentLocations/F17000057?geojson=true,HELICOPTER,HT248 VH-ESB Kestrel Aviation,2022-07-18T12:17:15+1000,2022-07-18T12:17:23+1000,0,0,EVT_SCHEDULED
,Feature,Point,150.7897;-34.5595;10,300234063261640,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234063261640?geojson=true,VEHICLE,Touchdown Fuel Tanker,2020-12-13T12:41:00+1100,2020-12-13T12:42:07+1100,0,0,EVT_STANDARD
,Feature,Point,121.8294;-33.6814;141,300234064133320,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234064133320?geojson=true,FIXED_WING,VH-XWH,2020-02-14T13:54:50+1100,2020-02-14T13:55:09+1100,0,0,EVT_STANDARD
,Feature,Point,145.7377;-16.8713;46,300234063852470,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234063852470?geojson=true,HELICOPTER,FB440 VH-ZPH,2021-01-04T15:31:40+1100,2021-01-04T15:32:30+1100,0,0,EVT_STANDARD
,Feature,Point,175.3288;-37.8658;66,5E150708000409,https://arena.nafc.org.au/tracking/api/ext/currentLocations/5E150708000409?geojson=true,HELICOPTER,ZK-IZZ,2022-07-26T12:57:30+1000,2022-07-26T12:57:39+1000,0,0,EVT_STANDARD
,Feature,Point,147.075;-41.3986;85,300434063322320,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434063322320?geojson=true,HELICOPTER,FB715 VH-ZAT Tasmanian Helicopters,2022-02-17T12:37:31+1100,2022-02-17T12:37:35+1100,0,0,EVT_STARTUP
,Feature,Point,145.181;-36.8988;145,I14000005,https://arena.nafc.org.au/tracking/api/ext/currentLocations/I14000005?geojson=true,HELICOPTER,HT349 VH-KSI Kestrel Aviation,2022-06-30T12:09:41+1000,2022-06-30T12:09:47+1000,0,0,EVT_SCHEDULED
,Feature,Point,150.6978;-34.037;92,300434064140030,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434064140030?geojson=true,VEHICLE,AS416 Airspace Fuel,2022-06-16T16:00:48+1000,2022-06-16T16:01:27+1000,0,0,EVT_SHUTDOWN
,Feature,Point,150.5726;-24.4922;200,300234064776690,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234064776690?geojson=true,HELICOPTER,FB329 VH-SHD Aeropower,2022-02-09T13:54:42+1100,2022-02-09T13:54:57+1100,0,0,EVT_SHUTDOWN
,Feature,Point,143.6089;-38.3429;152,300434063322310,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434063322310?geojson=true,HELICOPTER,FB310 VH-LEY Forest Air,2019-01-17T09:42:56+1100,2019-01-17T09:42:57+1100,0,0,EVT_SHUTDOWN
,Feature,Point,-77.7485;-1.384;1070,300224010227810,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300224010227810?geojson=true,HELICOPTER,HCCQL,2016-02-04T05:22:52+1100,2016-02-04T05:23:36+1100,1,136,EVT_STANDARD
,Feature,Point,145.1807;-36.8992;155,B15000002,https://arena.nafc.org.au/tracking/api/ext/currentLocations/B15000002?geojson=true,HELICOPTER,HT346 VH-KHU Kestrel Aviation,2022-03-29T20:39:31+1100,2022-03-29T20:39:33+1100,0,0,EVT_SCHEDULED
,Feature,Point,150.1827;-30.9734;312,300034013304490,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300034013304490?geojson=true,FIXED_WING,B277 VH-XAW Kennedy Air Ag,2016-11-26T10:55:03+1100,2016-11-26T10:55:11+1100,0,304,EVT_STANDARD
,Feature,Point,153.1148;-30.3153;7,300234011063680,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234011063680?geojson=true,HELICOPTER,FB305 VH-JGO Jayrow Helicopters,2016-02-19T09:29:10+1100,2016-02-19T09:30:05+1100,0,0,EVT_STANDARD
,Feature,Point,149.6157;-32.5672;470,A13222291,https://arena.nafc.org.au/tracking/api/ext/currentLocations/A13222291?geojson=true,HELICOPTER,HT250 VH-BZH Commercial,2016-01-16T11:50:28+1100,2016-01-16T11:50:32+1100,0,0,EVT_LANDING
,Feature,Point,171.8506;-42.0951;192,300434063695950,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434063695950?geojson=true,HELICOPTER,ZK-HUE,2022-07-22T12:36:13+1000,2022-07-22T12:36:21+1000,0,0,EVT_SHUTDOWN
,Feature,Point,170.3632;-45.8622;25,300434062571580,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434062571580?geojson=true,HELICOPTER,ZK-HWK,2022-07-25T06:58:47+1000,2022-07-25T06:58:59+1000,0,0,EVT_SHUTDOWN
,Feature,Point,174.3031;-39.4094;236,300434064046320,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434064046320?geojson=true,HELICOPTER,Beck 5,2021-02-17T09:07:00+1100,2021-02-17T09:07:04+1100,0,0,EVT_STANDARD
,Feature,Point,150.5277;-34.9453;92,300434062589380,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434062589380?geojson=true,FIXED_WING,LJW,2022-06-29T08:34:08+1000,2022-06-29T08:34:21+1000,1,0,EVT_SHUTDOWN
,Feature,Point,153.0714;-27.2063;0,300234063744540,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234063744540?geojson=true,HELICOPTER,FB267 VH-OMJ Fleet/Commercial,2018-04-09T16:43:47+1000,2018-04-09T16:44:03+1000,1,180,EVT_SHUTDOWN
,Feature,Point,169.8881;-46.1909;106,300434065594080,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434065594080?geojson=true,HELICOPTER,ZK-HZP,2022-07-18T10:59:13+1000,2022-07-18T10:59:19+1000,0,0,EVT_SHUTDOWN
,Feature,Point,151.0017;-33.8204;313,300034012657790,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300034012657790?geojson=true,HELICOPTER,FB270 VH-HVK Sydney Helicopters,2018-08-23T13:39:10+1000,2018-08-23T13:40:18+1000,126,350,EVT_STANDARD
,Feature,Point,152.0752;-32.7275;14,5X200225001039,https://arena.nafc.org.au/tracking/api/ext/currentLocations/5X200225001039?geojson=true,VEHICLE,Skyhook Fuel Truck,2022-07-26T12:30:50+1000,2022-07-26T12:31:02+1000,0,0,EVT_STANDARD
,Feature,Point,147.1696;-36.7334;346,300434062589590,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434062589590?geojson=true,HELICOPTER,FB310 VH-LEY Forest Air,2019-07-05T15:14:22+1000,2019-07-05T15:14:24+1000,0,0,EVT_SHUTDOWN
,Feature,Point,176.0803;-38.7383;486,300434064046780,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434064046780?geojson=true,HELICOPTER,ZK-IBU,2022-07-22T10:41:11+1000,2022-07-22T10:41:32+1000,1,0,EVT_SHUTDOWN
,Feature,Point,140.5176;-35.3291;135,300434063451090,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434063451090?geojson=true,VEHICLE,AO Lameroo,2022-06-15T12:11:10+1000,2022-06-15T12:11:27+1000,0,0,EVT_SHUTDOWN
,Feature,Point,147.0355;-19.5638;50,300234060415650,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234060415650?geojson=true,HELICOPTER,FB422 VH-AYP Dwyer Aviation,2020-11-25T15:03:00+1100,2020-11-25T15:03:33+1100,0,0,EVT_STANDARD
,Feature,Point,115.7978;-32.2322;-4,300234063038850,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234063038850?geojson=true,VEHICLE,McDermott 03 - Mercedes - 1GEJ202,2020-11-24T18:48:03+1100,2020-11-24T18:48:06+1100,1,0,EVT_STANDARD
,Feature,Point,176.2946;-38.9976;715,300234066457300,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234066457300?geojson=true,FIXED_WING,ZK-HNL,2022-07-23T08:55:07+1000,2022-07-23T08:56:06+1000,0,93,EVT_STANDARD
,Feature,Point,152.7667;-31.0692;21,300434063649190,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434063649190?geojson=true,HELICOPTER,FB327 (VH-ZHS),2022-07-25T09:36:13+1000,2022-07-25T09:36:24+1000,0,0,EVT_SHUTDOWN
,Feature,Point,151.762;-32.918;12,300234060922920,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234060922920?geojson=true,HELICOPTER,VH-MXW AeroLogistics,2018-09-21T09:31:34+1000,2018-09-21T09:31:48+1000,0,286,EVT_STANDARD
,Feature,Point,170.5013;-45.8791;42,300434063865090,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434063865090?geojson=true,HEARTBEAT,TP1810164,2022-06-27T10:36:45+1000,2022-06-27T10:37:01+1000,0,0,EVT_STANDARD
,Feature,Point,170.1332;-43.7666;661,300234063945130,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234063945130?geojson=true,HELICOPTER,ZK-IEQ,2022-07-25T12:59:33+1000,2022-07-25T13:00:01+1000,0,205,EVT_STANDARD
,Feature,Point,170.9857;-42.715;47,300434063014170,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434063014170?geojson=true,HELICOPTER,ZK-HKA,2022-07-14T11:11:10+1000,2022-07-14T11:11:18+1000,0,0,EVT_SHUTDOWN
,Feature,Point,153.1154;-26.7938;-13,300234010741350,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234010741350?geojson=true,HELICOPTER,LS37 VH-ECP Microflite,2016-07-11T15:02:20+1000,2016-07-11T15:03:27+1000,0,13,EVT_STANDARD
,Feature,Point,150.8343;-32.0391;0,300234030134270,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234030134270?geojson=true,FIXED_WING,B360 VH-FBX Pays Air Service FIREBOSS,2022-07-26T09:55:44+1000,2022-07-26T09:56:00+1000,0,0,EVT_STANDARD
,Feature,Point,135.6625;-34.5428;67,300034013309720,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300034013309720?geojson=true,VEHICLE,x PLAB Fuel 1a - Aerotech WC,2019-04-11T08:13:20+1000,2019-04-11T08:13:33+1000,99,31,EVT_STANDARD
,Feature,Point,151.1915;-33.9404;7,300234061755410,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234061755410?geojson=true,HELICOPTER,FB206 VH-ZMF Blue Sky,2019-06-14T12:37:26+1000,2019-06-14T12:37:41+1000,1,151,EVT_STANDARD
,Feature,Point,148.7668;-31.5943;325,300234062901410,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234062901410?geojson=true,VEHICLE,1 BV-85-GO Kennedy Air Ag,2018-03-10T19:39:20+1100,2018-03-10T19:40:00+1100,97,37,EVT_STANDARD
,Feature,Point,-119.5793;49.8676;476,300234064328350,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234064328350?geojson=true,HELICOPTER,HT273 C-GBND United Aero,2017-05-26T08:15:10+1000,2017-05-26T08:15:53+1000,0,0,EVT_STANDARD
,Feature,Point,151.2666;-27.1646;365,300434062160150,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434062160150?geojson=true,FIXED_WING,VH-NCJ ,2018-12-20T17:42:45+1100,2018-12-20T17:42:47+1100,1,0,EVT_STANDARD
,Feature,Point,147.2525;-74.9285;0,351554053261351,https://arena.nafc.org.au/tracking/api/ext/currentLocations/351554053261351?geojson=true,HEARTBEAT,HB-Internal,2018-09-25T17:24:38+1000,2018-09-25T17:24:39+1000,0,179,EVT_STANDARD
,Feature,Point,151.6183;-30.5296;1085,300234060253510,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234060253510?geojson=true,HELICOPTER,FB233 VH-ONR Fleet/Commercial,2019-06-02T15:37:35+1000,2019-06-02T15:37:50+1000,0,291,EVT_STANDARD
,Feature,Point,151.6938;-29.6738;1066,300234010624530,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234010624530?geojson=true,HELICOPTER,FB258 VH-LZH Eagle Heli,2019-11-24T18:01:17+1100,2019-11-24T18:01:36+1100,1,166,EVT_STANDARD
,Feature,Point,144.8916;-37.7284;85,5P140619000259,https://arena.nafc.org.au/tracking/api/ext/currentLocations/5P140619000259?geojson=true,HELICOPTER,VH-TWO,2016-02-11T17:26:43+1100,2016-02-11T17:27:43+1100,0,0,EVT_STANDARD
,Feature,Point,174.8167;-37.6379;6,300534061866180,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300534061866180?geojson=true,HELICOPTER,ZK-HIP,2022-07-22T05:44:05+1000,2022-07-22T05:50:23+1000,0,172,EVT_STANDARD
,Feature,Point,169.2448;-44.7233;358,300234063947280,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234063947280?geojson=true,HELICOPTER,ZK-HBN,2022-07-23T09:52:40+1000,2022-07-23T09:53:18+1000,0,250,EVT_STANDARD
,Feature,Point,146.9746;-36.0572;177,5X200225000966,https://arena.nafc.org.au/tracking/api/ext/currentLocations/5X200225000966?geojson=true,VEHICLE,AR7096,2022-07-18T07:13:15+1000,2022-07-18T07:13:30+1000,0,0,EVT_STANDARD
,Feature,Point,171.1876;-44.0137;259,300434063640400,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434063640400?geojson=true,HELICOPTER,ZK-IFI,2022-07-25T13:24:15+1000,2022-07-25T13:24:39+1000,0,0,EVT_STARTUP
,Feature,Point,174.3029;-39.4091;229,300434064111470,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434064111470?geojson=true,HELICOPTER,Beck 3,2022-07-26T12:36:07+1000,2022-07-26T12:36:35+1000,0,0,EVT_SHUTDOWN
,Feature,Point,173.9247;-41.5376;51,300434063291930,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434063291930?geojson=true,FIXED_WING,ZK-MOT,2022-06-07T13:59:08+1000,2022-06-07T13:59:34+1000,0,0,EVT_SHUTDOWN
,Feature,Point,119.5736;-23.4358;903,300434063305980,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434063305980?geojson=true,HELICOPTER,FB625 VH-CYJ Heliwest,2019-11-08T18:59:45+1100,2019-11-08T18:59:49+1100,190,90,EVT_STANDARD
,Feature,Point,152.9117;-26.3991;94,300234062060710,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234062060710?geojson=true,HELICOPTER,HT416 VH-OCD McDermott,2018-09-24T12:41:31+1000,2018-09-24T12:41:40+1000,0,0,EVT_STANDARD
,Feature,Point,150.9957;-33.9176;14,300234060663310,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234060663310?geojson=true,HELICOPTER,FB223 VH-PTH Helitreck,2017-12-14T10:55:20+1100,2017-12-14T10:57:38+1100,0,0,EVT_STANDARD
,Feature,Point,150.6183;-33.75;754,300234063139070,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234063139070?geojson=true,HELICOPTER,FB225 VH-MDE Blue Sky,2019-04-17T16:41:06+1000,2019-04-17T16:41:22+1000,225,110,EVT_STANDARD
,Feature,Point,138.5216;-34.9459;10,K08217275,https://arena.nafc.org.au/tracking/api/ext/currentLocations/K08217275?geojson=true,HELICOPTER,VH-VAO (RSCU 52),2021-09-08T01:40:34+1000,2021-09-08T01:40:43+1000,0,18,EVT_ENGINEOFF
,Feature,Point,138.6348;-34.7863;25,300034013314040,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300034013314040?geojson=true,FIXED_WING,ODV - B583 Aerotech,2016-04-18T12:11:52+1000,2016-04-18T12:12:03+1000,0,6,EVT_STANDARD
,Feature,Point,138.94;-34.8173;403,300434064633960,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434064633960?geojson=true,FIXED_WING,RVAC,2022-03-07T17:23:30+1100,2022-03-07T17:23:33+1100,1,0,EVT_STANDARD
,Feature,Point,147.701;-36.9704;725,300434062585400,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434062585400?geojson=true,FIXED_WING,VH-MGJ,2022-05-19T16:48:48+1000,2022-05-19T16:48:53+1000,0,0,EVT_SHUTDOWN
,Feature,Point,147.4757;-42.8287;12,300034012054700,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300034012054700?geojson=true,HELICOPTER,FB702 VH-XHM Helicopter Resources,2016-03-02T10:44:40+1100,2016-03-02T10:45:28+1100,0,349,EVT_STANDARD
,Feature,Point,138.8951;-34.9554;380,300034013309490,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300034013309490?geojson=true,FIXED_WING,OUJ - B587 Aerotech,2016-03-17T16:23:11+1100,2016-03-17T16:23:16+1100,18,64,EVT_STANDARD
,Feature,Point,119.801;-23.4175;542,300034013315260,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300034013315260?geojson=true,HELICOPTER,VH-BHO,2019-11-08T11:45:10+1100,2019-11-08T11:45:36+1100,0,22,EVT_STANDARD
,Feature,Point,150.8843;-33.8428;39,300434064536470,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434064536470?geojson=true,VEHICLE,XN14RQ-P403-Techfuel,2021-03-29T12:00:05+1100,2021-03-29T12:00:18+1100,3,0,EVT_STANDARD
,Feature,Point,150.9947;-33.9175;20,300224010106320,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300224010106320?geojson=true,HELICOPTER,HT415 N217PJ McDermott,2018-02-24T17:16:02+1100,2018-02-24T17:17:14+1100,0,99,EVT_STANDARD
,Feature,Point,150.9929;-33.9175;70,A19000013,https://arena.nafc.org.au/tracking/api/ext/currentLocations/A19000013?geojson=true,HELICOPTER,FB200 VH-NFO NSW RFS,2019-08-21T07:57:50+1000,2019-08-21T07:57:53+1000,0,0,EVT_SCHEDULED
,Feature,Point,115.8818;-32.0846;31,300034012767810,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300034012767810?geojson=true,HELICOPTER,VH-XRI,2018-12-05T18:08:30+1100,2018-12-05T18:09:28+1100,0,228,EVT_STANDARD
,Feature,Point,145.181;-36.8987;149,AC:FD:EC:BD:3A:BA,https://arena.nafc.org.au/tracking/api/ext/currentLocations/AC:FD:EC:BD:3A:BA?geojson=true,VEHICLE,HT332 VH-KHY Refueller Kestrel Aviation,2019-04-21T17:18:21+1000,2019-04-21T17:18:26+1000,0,0,EVT_STOPPED
,Feature,Point,146.0574;-34.2574;139,300234060602710,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234060602710?geojson=true,FIXED_WING,B241 VH-PCD Skycroppers,2018-08-09T08:43:19+1000,2018-08-09T08:43:32+1000,0,0,EVT_STANDARD
,Feature,Point,146.0572;-34.2575;139,300234060514510,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234060514510?geojson=true,FIXED_WING,B240 VH-HGV Skycroppers,2017-06-15T11:16:48+1000,2017-06-15T11:16:52+1000,1,81,EVT_STANDARD
